ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,RNA_Avg_fold,RNA_Covered_bases,RNA_Covered_percent,RNA_Read_GC,Origin
45,485.5384,623410,0.3873,100,623410,468802,468324,0.4043,173.2028,134006,0.214956449,0.5012,Caenorhabditis
46,137.1966,490413,0.6747,99.9996,490411,213442,213226,0.6721,0.0183,3053,0.006225365,0.5437,Microbacterium
47,222.6259,517388,0.389,99.9996,517386,444299,444279,0.4065,77.0228,187866,0.363104672,0.4988,Caenorhabditis
48,207.6216,505365,0.3725,100,505365,437138,437007,0.3886,169.7782,229152,0.453438604,0.4807,Caenorhabditis
49,438.061,573513,0.3813,99.9998,573512,414088,413841,0.4025,120.0397,137773,0.240226464,0.5076,Caenorhabditis
50,207.9466,487340,0.3716,99.993,487306,414092,413801,0.388,144.8195,233038,0.478183609,0.4825,Caenorhabditis
51,222.4037,495400,0.3759,99.9996,495398,439153,439013,0.3914,323.3594,189905,0.383336698,0.4729,Caenorhabditis
52,487.5522,606406,0.3648,99.9988,606399,373014,373034,0.3887,41.4555,104054,0.17159131,0.4841,Caenorhabditis
53,306.3608,559023,0.3768,100,559023,401704,401341,0.3963,45.1436,118354,0.211715797,0.4762,Caenorhabditis
54,165.1058,468201,0.3754,99.9989,468196,304609,304175,0.394,33.7379,108553,0.231851278,0.5061,Caenorhabditis
55,237.6616,456002,0.3721,99.9998,456001,380538,380201,0.388,511.6279,140858,0.308897768,0.4816,Caenorhabditis
56,476.338,565366,0.3939,99.9998,565365,432678,431406,0.4065,52.3134,87111,0.154078951,0.4941,Caenorhabditis
57,209.3348,455662,0.3703,100,455662,397425,397231,0.3855,91.5214,175160,0.384407741,0.4717,Caenorhabditis
58,236.2212,447576,0.3831,99.9949,447553,382764,382867,0.3979,173.4228,182322,0.407354282,0.4861,Caenorhabditis
59,264.4558,534011,0.371,100,534011,342702,343010,0.3947,64.688,100841,0.188836934,0.503,Caenorhabditis
60,152.2256,452335,0.3769,99.5362,450237,292591,292433,0.3928,27.985,91088,0.201372876,0.4772,Caenorhabditis
61,289.3081,499033,0.3943,99.9994,499030,383031,382760,0.412,135.2252,135290,0.271104316,0.5201,Caenorhabditis
62,197.6555,434758,0.3681,99.9936,434730,368349,367855,0.382,106.3371,173730,0.399601617,0.4665,Caenorhabditis
63,229.0043,430443,0.3865,99.9998,430442,350359,350680,0.4042,84.7978,147534,0.342749214,0.485,Caenorhabditis
64,211.9815,433044,0.3714,100,433044,374652,373782,0.3872,96.3028,132166,0.305202243,0.4702,Caenorhabditis
65,210.8803,415280,0.3899,99.9998,415279,356267,356302,0.4054,90.3894,135704,0.326777114,0.4833,Caenorhabditis
66,224.1395,486249,0.378,100,486249,379431,379708,0.3962,73.7584,117800,0.242262709,0.5072,Caenorhabditis
67,267.2024,480938,0.3867,99.9985,480931,385678,386108,0.4017,36.9422,84295,0.175272072,0.493,Caenorhabditis
68,216.2003,421942,0.3766,99.8388,421262,370471,370735,0.392,174.1246,178953,0.424117533,0.4903,Caenorhabditis
69,204.62,401651,0.3789,100,401651,348602,348490,0.3941,127.4517,176284,0.438898447,0.4796,Caenorhabditis
70,214.0972,398749,0.3754,100,398749,346915,346942,0.3911,218.8506,189162,0.474388651,0.479,Caenorhabditis
71,350.2182,491369,0.3804,99.6563,489680,390705,391669,0.3969,69.6613,117908,0.239958158,0.4987,Caenorhabditis
72,213.0329,382586,0.3835,100,382586,360914,360538,0.3967,243.8155,209410,0.547354059,0.4806,Caenorhabditis
73,179.9131,420815,0.3664,99.9905,420775,248000,246984,0.3858,4.526,43495,0.103358958,0.4566,Caenorhabditis
74,216.3499,428268,0.3705,99.9995,428266,358265,358785,0.3853,66.7855,148070,0.345741452,0.4577,Caenorhabditis
75,207.2314,364956,0.3813,100,364956,316430,316374,0.3963,379.7004,177519,0.486412061,0.4877,Caenorhabditis
76,241.6375,390778,0.3854,100,390778,337565,338913,0.4006,181.7255,136563,0.349464402,0.501,Caenorhabditis
77,434.9352,464554,0.3829,100,464554,408476,408368,0.4025,25.6445,89687,0.193060441,0.447,Caenorhabditis
78,204.5322,368395,0.371,99.994,368373,310340,310045,0.3867,237.0392,160955,0.436908753,0.4917,Caenorhabditis
79,213.5881,364939,0.3757,99.8537,364405,313541,313461,0.3903,283.4323,168936,0.46291572,0.4842,Caenorhabditis
80,216.4204,368589,0.3821,100,368589,321816,321805,0.3979,134.7328,129738,0.351985545,0.4789,Caenorhabditis
81,191.0698,347484,0.3769,99.9974,347475,241168,241027,0.3925,37.9415,64928,0.186851769,0.4885,Caenorhabditis
82,213.8643,353664,0.3756,99.9678,353550,300886,301225,0.3898,194.8588,137886,0.389878529,0.4953,Caenorhabditis
83,315.7035,403476,0.3882,99.7432,402440,273971,275325,0.4087,43.2011,76658,0.189993953,0.5171,Caenorhabditis
84,202.308,354091,0.3759,100,354091,306723,307098,0.3914,96.2597,129192,0.364855362,0.4758,Caenorhabditis
85,205.1057,334748,0.3729,99.9985,334743,286358,286410,0.39,279.2732,167148,0.499324865,0.493,Caenorhabditis
86,198.58,349531,0.3799,99.9997,349530,259675,259949,0.4029,64.6636,112491,0.321834115,0.4882,Caenorhabditis
87,237.476,384215,0.3878,99.9745,384117,268054,268519,0.404,44.7476,83854,0.218247596,0.4948,Caenorhabditis
88,272.3863,385158,0.3788,99.9977,385149,290657,290706,0.3946,67.9136,84017,0.218136453,0.5005,Caenorhabditis
89,210.0924,369620,0.3718,99.9997,369619,317248,317451,0.3858,67.256,125429,0.339345815,0.476,Caenorhabditis
90,252.6841,313367,0.3854,100,313367,287399,287515,0.3992,591.7394,130197,0.415477699,0.5055,Caenorhabditis
91,199.8474,331252,0.3815,100,331252,279832,279530,0.3966,429.3009,139256,0.420392933,0.4797,Caenorhabditis
92,802.8847,369264,0.3785,100,369264,302951,302378,0.3968,73.5493,89067,0.241201417,0.4951,Caenorhabditis
93,277.9202,389537,0.3732,99.657,388201,292310,291798,0.3901,63.6186,61541,0.157984992,0.5095,Caenorhabditis
94,418.0802,401943,0.3694,99.996,401927,230786,231130,0.3893,26.0814,52080,0.129570611,0.5204,Caenorhabditis
95,204.4617,310809,0.3854,100,310809,288775,288924,0.4006,142.5494,123660,0.397864927,0.4985,Caenorhabditis
96,435.0221,411884,0.3904,100,411884,249700,249761,0.4123,51.4797,72417,0.17581892,0.4942,Caenorhabditis
97,237.1632,353622,0.3853,100,353622,274793,274982,0.4047,67.2253,89088,0.251930027,0.4896,Caenorhabditis
98,223.3995,348480,0.3789,99.9572,348331,293930,293459,0.3926,54.1743,98553,0.282808196,0.4797,Caenorhabditis
99,356.1905,326544,0.3823,100,326544,254291,253731,0.3992,79.1434,81491,0.249555956,0.4962,Caenorhabditis
100,224.0054,317970,0.3868,99.9959,317957,258395,258304,0.4028,44.8612,73464,0.231040664,0.4988,Caenorhabditis
101,274.4044,359643,0.3902,100,359643,291895,291463,0.4036,36.2084,80892,0.224923049,0.4876,Caenorhabditis
102,314.1542,331728,0.3881,100,331728,252723,252682,0.4059,50.0068,61517,0.185444099,0.5039,Caenorhabditis
103,485.4616,350120,0.3855,99.9969,350109,233962,233361,0.4028,13.2194,47278,0.135033703,0.498,Caenorhabditis
104,241.7709,325885,0.393,100,325885,283877,283712,0.4087,120.7553,104649,0.321122482,0.4875,Caenorhabditis
105,231.5616,343066,0.3716,99.9962,343053,262810,263497,0.3921,99.6838,77445,0.225743734,0.4994,Caenorhabditis
106,285.602,313267,0.3788,100,313267,268474,268176,0.3928,57.8859,90289,0.288217399,0.4755,Caenorhabditis
107,61.0356,272838,0.6406,99.8886,272534,51661,51820,0.6351,0.6356,1595,0.00584596,0.5445,Delftia
108,312.561,344201,0.3882,100,344201,258318,257236,0.4051,66.0405,74015,0.215034239,0.4839,Caenorhabditis
109,259.2963,312814,0.3788,99.9994,312812,298430,296845,0.4036,134.9645,98778,0.315772312,0.4923,Caenorhabditis
110,196.9367,279742,0.3755,100,279742,242048,241880,0.3915,103.2969,102609,0.366798693,0.4808,Caenorhabditis
111,160.7009,293482,0.3794,100,293482,191992,192123,0.3946,26.7905,65988,0.224845135,0.481,Caenorhabditis
112,313.6521,352091,0.3712,99.9997,352090,244449,245028,0.3935,317.5994,64288,0.18258916,0.5028,Caenorhabditis
113,185.6564,273247,0.3821,100,273247,200932,200734,0.3988,30.6195,68790,0.251750248,0.4805,Caenorhabditis
114,204.695,278999,0.3822,100,278999,252791,252604,0.3975,65.6244,103307,0.370277313,0.4739,Caenorhabditis
115,247.1286,319478,0.3828,99.9972,319469,234526,234642,0.3989,43.5898,84426,0.264262328,0.4825,Caenorhabditis
116,295.8946,319307,0.3849,100,319307,198564,198848,0.4114,73.7932,76752,0.240370552,0.4927,Caenorhabditis
117,429.4528,309395,0.3831,100,309395,230797,230429,0.4032,102.7003,59201,0.191344398,0.4699,Caenorhabditis
118,259.0932,291181,0.3965,100,291181,232114,231727,0.4192,101.7399,74529,0.2559542,0.5021,Caenorhabditis
119,343.9769,317410,0.3796,100,317410,239650,240224,0.4046,123.5972,87951,0.277089569,0.5328,Caenorhabditis
120,232.021,336549,0.3683,100,336549,194002,193915,0.3898,4.7749,33978,0.100960039,0.4965,Caenorhabditis
121,166.9745,271809,0.3701,99.9993,271807,174925,174822,0.3878,6.5862,44620,0.164159391,0.4696,Caenorhabditis
122,196.1839,254002,0.3804,100,254002,228936,228910,0.3962,638.1118,141675,0.557771199,0.5011,Caenorhabditis
123,269.1065,261732,0.3953,100,261732,254487,254894,0.4099,83.1709,75613,0.288894747,0.4935,Caenorhabditis
124,524.6439,317680,0.399,99.9997,317679,235997,232333,0.4156,26.6802,68611,0.215975195,0.4865,Caenorhabditis
125,601.5769,254750,0.3852,100,254750,265826,266101,0.401,438.5089,107471,0.421868499,0.4899,Caenorhabditis
126,287.7464,290112,0.3785,99.9969,290103,202898,203125,0.3973,39.7475,68835,0.237270433,0.49,Caenorhabditis
127,204.5242,260548,0.376,99.9996,260547,236019,236406,0.394,272.3308,125692,0.482413989,0.4803,Caenorhabditis
128,225.0724,243534,0.3844,99.8099,243071,213866,213757,0.3986,62.9701,93111,0.382332652,0.4768,Caenorhabditis
129,228.1338,325357,0.3739,100,325357,179162,179644,0.3914,6.0583,21887,0.067270721,0.4866,Caenorhabditis
130,238.0603,272386,0.377,99.9989,272383,213522,213057,0.393,26.517,89411,0.328251085,0.4741,Caenorhabditis
131,309.0158,257949,0.3886,100,257949,230570,230731,0.4039,74.3659,86814,0.3365549,0.4798,Caenorhabditis
132,305.5988,299682,0.396,100,299682,202911,202907,0.4105,17.7043,46064,0.153709599,0.5042,Caenorhabditis
133,333.5237,265782,0.3896,100,265782,225068,225245,0.4081,119.7383,76752,0.288778021,0.5007,Caenorhabditis
134,235.6737,269710,0.3861,99.9996,269709,204529,203704,0.4034,57.3339,62145,0.230414149,0.4903,Caenorhabditis
135,244.1851,244589,0.3855,100,244589,225294,226009,0.4045,59.1015,68920,0.281778821,0.5099,Caenorhabditis
136,190.737,235905,0.3751,99.9975,235899,203736,203817,0.3895,146.1,102440,0.434242598,0.4915,Caenorhabditis
137,228.9156,293836,0.3743,99.9997,293835,216885,217620,0.3893,30.3391,60201,0.204879593,0.4662,Caenorhabditis
138,429.9666,255553,0.3787,100,255553,193301,192433,0.3993,100.0356,56099,0.219520021,0.5081,Caenorhabditis
139,227.7827,258615,0.3675,99.9613,258515,152097,151575,0.3879,11.4002,32578,0.125971038,0.5291,Caenorhabditis
140,193.7507,248003,0.3658,99.9968,247995,190985,191127,0.3837,140.1461,63014,0.254085636,0.4821,Caenorhabditis
141,313.1593,267525,0.3902,99.9981,267520,207805,208175,0.4076,67.3361,74977,0.280261658,0.495,Caenorhabditis
142,245.6468,244715,0.3749,99.9996,244714,212968,212949,0.3936,97.966,72662,0.296924994,0.5278,Caenorhabditis
143,200.8228,290730,0.3832,100,290730,204988,205228,0.4,33.5335,57138,0.196532866,0.531,Caenorhabditis
144,224.6162,256608,0.3736,100,256608,192099,190567,0.3955,47.021,51828,0.201973438,0.4951,Caenorhabditis
145,208.8407,219664,0.3754,99.9995,219663,197925,198171,0.3906,173.7269,99255,0.451849188,0.4698,Caenorhabditis
146,196.0083,226691,0.3678,100,226691,199915,200486,0.3836,92.9359,87803,0.387324596,0.4644,Caenorhabditis
147,426.5714,253529,0.3818,100,253529,175406,174524,0.4021,47.2641,62791,0.24766792,0.493,Caenorhabditis
148,287.3586,273512,0.3848,99.9993,273510,200347,200702,0.4028,79.8039,71535,0.261542455,0.4709,Caenorhabditis
149,325.2705,229791,0.3839,100,229791,199845,199773,0.3995,119.5534,79005,0.343812421,0.494,Caenorhabditis
150,218.8338,224329,0.3815,100,224329,163351,163504,0.4018,40.0659,57549,0.256538388,0.4905,Caenorhabditis
151,145.164,229990,0.3683,99.9987,229987,139486,139342,0.3903,13.3935,32799,0.142610548,0.5147,Caenorhabditis
152,341.2272,225705,0.3475,100,225705,129935,129945,0.3811,9.049,25903,0.114764848,0.4898,Caenorhabditis
153,359.8714,277249,0.3858,100,277249,178086,178037,0.405,90.1684,53413,0.192653535,0.4971,Caenorhabditis
154,227.6456,222797,0.384,99.9996,222796,192334,192601,0.3986,138.2292,74421,0.33403053,0.4969,Caenorhabditis
155,235.1494,243826,0.3852,100,243826,202068,202123,0.4013,124.7627,89862,0.368549703,0.5018,Caenorhabditis
156,206.245,246241,0.3774,100,246241,162271,161058,0.3996,17.1087,37084,0.150600428,0.4829,Caenorhabditis
157,198.5009,217680,0.3791,100,217680,185382,185782,0.3981,160.1951,88859,0.408209298,0.5076,Caenorhabditis
158,504.9457,351470,0.3457,100,351470,192185,191862,0.3747,8.1745,18895,0.053759923,0.5165,Caenorhabditis
159,350.1554,237111,0.3833,100,237111,179696,180173,0.403,45.8327,53804,0.22691482,0.5003,Caenorhabditis
160,206.4151,214336,0.3783,99.9991,214334,178283,178186,0.3934,70.7124,70826,0.330443789,0.4955,Caenorhabditis
161,309.4316,287138,0.3754,100,287138,196832,197436,0.391,33.4372,58669,0.204323357,0.4591,Caenorhabditis
162,207.5814,206326,0.372,100,206326,185362,185598,0.3875,66.3943,73338,0.355447205,0.4705,Caenorhabditis
163,243.5082,227372,0.3814,100,227372,153779,153945,0.4008,318.1951,45675,0.200882255,0.5316,Caenorhabditis
164,305.2667,253755,0.3879,99.9988,253752,195165,195211,0.4076,89.7099,67211,0.264865717,0.491,Caenorhabditis
165,51.7205,185771,0.6469,100,185771,35403,35434,0.6434,0.0045,683,0.00367657,0.5952,Stenotrophomonas
166,199.4195,216331,0.3827,100,216331,148432,147734,0.4032,10.7826,37249,0.172185216,0.4782,Caenorhabditis
167,246.5654,250370,0.3817,100,250370,170254,170222,0.401,19.3551,39866,0.159228342,0.4819,Caenorhabditis
168,210.3236,190825,0.3875,100,190825,180144,180083,0.4041,52.6406,68399,0.35843836,0.4716,Caenorhabditis
169,156.4314,207834,0.3705,99.9471,207724,129035,128962,0.3883,5.5493,27546,0.132538468,0.4764,Caenorhabditis
170,366.7374,208405,0.378,100,208405,141770,140958,0.4006,17.3105,29685,0.142439001,0.4867,Caenorhabditis
171,296.2899,217693,0.3827,100,217693,142183,141984,0.4022,38.4095,43513,0.199882403,0.4908,Caenorhabditis
172,215.0937,197019,0.375,99.9924,197004,177593,177494,0.3905,96.5537,83306,0.422832316,0.4748,Caenorhabditis
173,205.541,178949,0.378,99.9972,178944,165732,165755,0.3925,62.9725,88136,0.492520215,0.4688,Caenorhabditis
174,207.4454,186104,0.3907,99.9995,186103,176556,176470,0.407,131.157,95451,0.512890642,0.4825,Caenorhabditis
175,246.9687,198120,0.3925,100,198120,156679,156552,0.409,113.2568,41677,0.210362407,0.5049,Caenorhabditis
176,186.1754,193131,0.3703,99.9969,193125,153089,153827,0.3897,26.6798,42471,0.219907731,0.4758,Caenorhabditis
177,203.5988,205830,0.3918,100,205830,163733,163755,0.4097,28.2987,35145,0.170747704,0.4955,Caenorhabditis
178,165.6138,197715,0.3757,99.9919,197699,124131,123834,0.3956,46.3041,42387,0.214384341,0.5251,Caenorhabditis
179,204.6847,172031,0.3834,100,172031,161751,161096,0.4007,106.1932,97615,0.567426801,0.4732,Caenorhabditis
180,236.6716,186147,0.3885,100,186147,163232,162724,0.4038,10.4795,43364,0.232955675,0.4767,Caenorhabditis
181,156.2127,174835,0.3662,99.9834,174806,115602,116460,0.3868,12.0921,28462,0.162793491,0.4625,Caenorhabditis
182,253.1485,225557,0.3786,99.9996,225556,163561,163199,0.3999,27.7764,46836,0.207645961,0.4774,Caenorhabditis
183,304.8521,231841,0.3785,100,231841,157966,158320,0.3957,53.6977,59174,0.255235269,0.4664,Caenorhabditis
184,179.4925,177106,0.3673,99.9972,177101,136325,136429,0.3855,134.9396,47780,0.269781939,0.5207,Caenorhabditis
185,266.4332,210309,0.3921,99.4361,209123,162127,161872,0.4097,108.6237,58291,0.277168357,0.4869,Caenorhabditis
186,150.2259,170708,0.3782,100,170708,117797,117683,0.3944,47.8492,61250,0.358799822,0.4798,Caenorhabditis
187,231.7734,197275,0.3961,99.9985,197272,140757,140701,0.415,21.9192,39233,0.198874667,0.4997,Caenorhabditis
188,225.2349,190754,0.3795,100,190754,144319,143781,0.3975,54.808,40707,0.213400505,0.4978,Caenorhabditis
189,198.84,220974,0.3678,100,220974,144671,145275,0.391,53.0418,42726,0.193353064,0.5052,Caenorhabditis
190,185.203,160096,0.3721,100,160096,139086,139037,0.3895,95.0252,74846,0.467506996,0.4867,Caenorhabditis
191,204.2585,201750,0.3886,99.9985,201747,156551,156256,0.4067,103.7585,61449,0.304579926,0.4853,Caenorhabditis
192,247.0845,240720,0.3684,99.9963,240711,170447,171107,0.3888,65.7163,47358,0.196734796,0.5114,Caenorhabditis
193,232.0971,175713,0.3815,100,175713,156508,156754,0.4002,45.5519,48438,0.275665432,0.4729,Caenorhabditis
194,246.0654,193634,0.379,100,193634,153284,153033,0.3945,11.1866,38301,0.197801006,0.4772,Caenorhabditis
195,188.5667,168554,0.3868,100,168554,133283,133143,0.4086,99.7668,36707,0.217775906,0.5213,Caenorhabditis
196,190.492,200824,0.3728,100,200824,143568,143860,0.3993,2.2507,18111,0.090183444,0.4671,Caenorhabditis
197,214.7383,177244,0.3893,99.9859,177219,140189,140763,0.4038,85.5575,53234,0.30034303,0.5228,Caenorhabditis
198,206.7263,155471,0.3839,99.9839,155446,142062,142427,0.3979,1396.5327,62623,0.402795377,0.5071,Caenorhabditis
199,161.4348,156255,0.382,100,156255,101661,101726,0.3981,63.5547,45960,0.294134588,0.4905,Caenorhabditis
200,204.3516,166119,0.3777,100,166119,138549,138420,0.3923,43.4298,59973,0.361024326,0.4686,Caenorhabditis
201,215.993,160335,0.3808,100,160335,123404,123363,0.3995,9.3035,33203,0.207085165,0.458,Caenorhabditis
202,259.8773,177663,0.3814,100,177663,126806,126547,0.4035,83.0942,49200,0.276928792,0.4954,Caenorhabditis
203,210.8041,163879,0.3888,99.9982,163876,137921,137916,0.4068,69.9117,48450,0.295644958,0.5038,Caenorhabditis
204,218.4764,157126,0.3784,100,157126,137204,137084,0.3961,63.9852,68196,0.434021104,0.467,Caenorhabditis
205,182.2644,152919,0.3697,99.9935,152909,128186,128058,0.3893,73.6286,64263,0.420242089,0.461,Caenorhabditis
206,140.2264,201739,0.3687,100,201739,108953,108830,0.3884,3.4907,38803,0.192342581,0.4533,Caenorhabditis
207,188.1879,155932,0.3923,100,155932,119033,119207,0.4165,44.8407,46123,0.29578919,0.4985,Caenorhabditis
208,233.7243,152295,0.3699,99.9974,152291,135993,135948,0.3851,43.3219,46122,0.302846449,0.4729,Caenorhabditis
209,197.0231,148986,0.3898,99.9993,148985,132628,132625,0.4079,18.0972,44354,0.297705825,0.4906,Caenorhabditis
210,218.2915,167820,0.3851,100,167820,129740,129478,0.4017,24.976,38768,0.231009415,0.4846,Caenorhabditis
211,148.3633,168814,0.3588,100,168814,100802,100637,0.3812,2.2447,18360,0.108758752,0.4652,Caenorhabditis
212,211.8426,139981,0.3842,100,139981,136459,136874,0.3982,84.3584,72414,0.517313064,0.4885,Caenorhabditis
213,187.2632,160001,0.3711,99.9906,159986,127550,127265,0.3855,22.3436,39034,0.243960975,0.4664,Caenorhabditis
214,225.1129,240967,0.353,99.9996,240966,140010,139906,0.3768,1.8834,17134,0.071105172,0.4747,Caenorhabditis
215,212.5935,138307,0.3799,100,138307,134947,135010,0.3958,129.7032,62729,0.453548989,0.4926,Caenorhabditis
216,290.7194,177701,0.3931,100,177701,146347,146710,0.4127,63.3425,55949,0.3148491,0.5106,Caenorhabditis
217,249.6625,200983,0.3556,100,200983,140394,139744,0.3779,17.9094,24694,0.122866113,0.4685,Caenorhabditis
218,251.1235,171446,0.3881,100,171446,135942,135350,0.4045,11.1546,32856,0.191640517,0.4982,Caenorhabditis
219,198.5677,159271,0.388,99.9981,159268,135406,135764,0.408,79.9855,42559,0.267211231,0.483,Caenorhabditis
220,175.5162,142868,0.368,99.9993,142867,115201,115115,0.3875,41.4925,52525,0.367647059,0.467,Caenorhabditis
221,198.4318,147260,0.3925,99.9925,147249,125931,125588,0.4079,36.6424,34468,0.234062203,0.5199,Caenorhabditis
222,209.3692,185292,0.3626,100,185292,139619,138289,0.3873,24.5325,33566,0.181151912,0.4659,Caenorhabditis
223,232.8619,127692,0.6658,99.9804,127667,107476,107469,0.663,0.0117,1133,0.008872913,0.6034,Stenotrophomonas
224,240.5102,190801,0.3726,100,190801,157074,157037,0.3877,49.6939,57361,0.300632596,0.4518,Caenorhabditis
225,181.5926,133123,0.39,99.9992,133122,115716,115557,0.4057,118.528,56235,0.422428882,0.4918,Caenorhabditis
226,188.1489,166141,0.3862,100,166141,127059,126910,0.4023,18.3836,34367,0.206854419,0.4796,Caenorhabditis
227,204.8462,138032,0.39,99.9986,138030,113562,113707,0.4069,72.2345,45936,0.332792396,0.5025,Caenorhabditis
228,218.1804,153277,0.3825,100,153277,137537,137633,0.4009,30.6639,36229,0.236362925,0.4816,Caenorhabditis
229,277.6897,147547,0.3699,100,147547,117706,117875,0.385,12.6826,34322,0.232617403,0.469,Caenorhabditis
