ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin
72,102.0902,411037,0.4227,99.9998,411036,138173,138133,0.424,Drosophila
73,109.3486,409790,0.3997,100,409790,137196,137208,0.3998,Drosophila
74,242.059,409267,0.4057,100,409267,158269,158893,0.4063,Drosophila
75,104.4954,406704,0.4576,100,406704,137022,137037,0.4588,Drosophila
76,329.1676,405206,0.4342,100,405206,141256,141347,0.4286,Drosophila
77,99.8019,400801,0.4154,99.7273,399708,133366,133351,0.4158,Drosophila
78,101.9919,397269,0.4092,100,397269,132483,132510,0.4095,Drosophila
79,105.4217,392982,0.4456,100,392982,130770,130711,0.4456,Drosophila
80,103.0783,392643,0.436,100,392643,132876,132885,0.4352,Drosophila
81,101.2973,390925,0.4325,100,390925,130404,130457,0.4328,Drosophila
82,111.18,390081,0.4405,100,390081,137654,137525,0.4414,Drosophila
83,105.2731,377435,0.4644,100,377435,125765,125775,0.4644,Drosophila
84,110.1623,375160,0.4402,100,375160,125025,125079,0.4393,Drosophila
85,99.6435,373092,0.4308,100,373092,123936,123969,0.4309,Drosophila
86,120.7502,372617,0.4531,100,372617,124238,124343,0.4531,Drosophila
87,105.6651,372228,0.4281,99.9036,371869,124687,124694,0.4274,Drosophila
88,122.2995,370563,0.4309,100,370563,124495,124303,0.4301,Drosophila
89,133.7686,368679,0.4401,100,368679,124500,124366,0.4408,Drosophila
90,105.6471,367843,0.4463,100,367843,125113,124934,0.4447,Drosophila
91,100.5462,367440,0.4646,100,367440,122509,122511,0.4645,Drosophila
92,100.9551,365200,0.4134,100,365200,121458,121431,0.4137,Drosophila
93,100.1114,363276,0.4432,100,363276,120986,120993,0.4428,Drosophila
94,100.9746,361981,0.4317,100,361981,120624,120649,0.432,Drosophila
95,100.6393,357895,0.4313,100,357895,119101,119215,0.4317,Drosophila
96,123.2504,352941,0.4722,100,352941,118605,118590,0.4717,Drosophila
97,105.0325,351413,0.3975,100,351413,117047,117017,0.3979,Drosophila
98,103.7644,351046,0.4607,100,351046,119451,119435,0.4607,Drosophila
99,104.9211,348882,0.4322,100,348882,116575,116560,0.4324,Drosophila
100,109.5926,348727,0.4392,100,348727,124751,124695,0.4367,Drosophila
101,101.2771,347247,0.4046,100,347247,115814,115871,0.4044,Drosophila
102,100.2994,346566,0.4264,100,346566,115183,115176,0.4265,Drosophila
103,100.6914,344947,0.4116,100,344947,114640,114638,0.4115,Drosophila
104,348.1479,345752,0.4044,100,345752,167621,167539,0.4157,Drosophila
105,106.0037,343349,0.4301,99.9994,343347,116488,116505,0.4306,Drosophila
106,105.5953,343207,0.4396,100,343207,115453,115348,0.4386,Drosophila
107,130.1307,339516,0.4301,99.9979,339509,119856,120101,0.4255,Drosophila
108,100.5834,339039,0.4344,100,339039,113373,113414,0.4346,Drosophila
109,127.0661,337203,0.4135,100,337203,121357,121218,0.4163,Drosophila
110,109.6523,336152,0.407,100,336152,114722,114594,0.4048,Drosophila
111,103.4213,335329,0.396,100,335329,112551,112436,0.3961,Drosophila
112,22.6782,334992,0.513,99.9973,334983,23949,23948,0.5166,Escherichia
113,150.6095,334601,0.4227,100,334601,152641,152281,0.4233,Drosophila
114,100.0864,334301,0.4373,100,334301,111542,111587,0.4374,Drosophila
115,107.2496,333010,0.4233,100,333010,114242,114330,0.4209,Drosophila
116,113.432,329676,0.4237,99.9997,329675,109806,109734,0.4229,Drosophila
117,100.1953,321279,0.4534,100,321279,107244,107242,0.4534,Drosophila
118,104.1397,320316,0.4639,100,320316,110421,110227,0.4587,Drosophila
119,103.1119,317684,0.4335,100,317684,107010,106987,0.434,Drosophila
120,116.9739,308641,0.4245,100,308641,105133,105273,0.4258,Drosophila
121,99.9146,308229,0.4312,99.635,307104,102117,102016,0.4317,Drosophila
122,155.2409,307046,0.4195,99.9997,307045,104144,104229,0.4184,Drosophila
123,102.7657,304984,0.4198,100,304984,102316,102343,0.4204,Drosophila
124,238.3653,300987,0.4023,100,300987,112256,112261,0.4021,Drosophila
125,103.7402,299544,0.4244,100,299544,100415,100415,0.4239,Drosophila
126,114.533,297621,0.4267,99.9664,297521,108215,108189,0.431,Drosophila
127,100.268,296835,0.4388,100,296835,99217,99257,0.4392,Drosophila
128,123.2013,296430,0.44,100,296430,110412,110471,0.4415,Drosophila
129,102.3359,295595,0.437,100,295595,100007,100069,0.4373,Drosophila
130,101.1995,295575,0.4385,99.9736,295497,99136,99121,0.4392,Drosophila
131,112.4536,295374,0.4501,99.9997,295373,99160,99227,0.4501,Drosophila
132,121.048,294177,0.4227,100,294177,99468,99300,0.4219,Drosophila
133,103.1093,294059,0.4453,100,294059,97866,97842,0.4453,Drosophila
134,144.3664,292672,0.4305,100,292672,125630,124995,0.4251,Drosophila
135,8201.7843,290280,0.417,99.9976,290273,187810,186596,0.3651,Drosophila
136,149.9829,288523,0.4282,100,288523,99010,99710,0.4274,Drosophila
137,116.8952,287939,0.4156,100,287939,100940,100931,0.4184,Drosophila
138,102.0839,286037,0.4733,100,286037,95884,95871,0.473,Drosophila
139,102.4816,286459,0.4406,100,286459,95973,95982,0.4404,Drosophila
140,101.6449,285430,0.4614,100,285430,95372,95382,0.4612,Drosophila
141,117.1509,284843,0.4414,100,284843,105267,105359,0.4416,Drosophila
142,157.5745,283863,0.3991,100,283863,95436,95493,0.3984,Drosophila
143,100.2227,283475,0.4424,100,283475,94401,94397,0.4428,Drosophila
144,100.0357,282972,0.4311,100,282972,94350,94349,0.4315,Drosophila
145,183.7498,281095,0.4632,100,281095,135298,135412,0.4296,Drosophila
146,99.8016,280724,0.4307,99.995,280710,93404,93416,0.4303,Drosophila
147,118.6814,276109,0.4175,99.9957,276097,91507,91544,0.4168,Drosophila
148,99.7232,276180,0.4307,99.5742,275004,91780,91757,0.4306,Drosophila
149,137.2595,274588,0.4125,100,274588,112005,112231,0.4173,Drosophila
150,102.403,269632,0.413,100,269632,91122,91117,0.4136,Drosophila
151,120.6786,267770,0.4285,100,267770,94700,94882,0.4219,Drosophila
152,102.1047,267723,0.4442,99.247,265707,88471,88458,0.4442,Drosophila
153,99.9815,267191,0.4236,100,267191,88954,88955,0.4236,Drosophila
154,102.7952,266495,0.4341,100,266495,89684,89646,0.4338,Drosophila
155,100.6277,265335,0.4303,100,265335,88987,88945,0.4304,Drosophila
156,120.206,264166,0.4359,99.9989,264163,92821,93069,0.4352,Drosophila
157,101.3224,259129,0.424,100,259129,86249,86257,0.4244,Drosophila
158,100.039,257989,0.431,99.3205,256236,85444,85438,0.4318,Drosophila
159,100.8698,256903,0.4212,100,256903,85369,85398,0.4213,Drosophila
160,102.9837,256128,0.4152,100,256128,86059,86104,0.4153,Drosophila
161,102.6651,255264,0.415,99.9969,255256,85683,85679,0.4158,Drosophila
162,102.6639,253553,0.4534,100,253553,84370,84371,0.4536,Drosophila
163,100.1311,249028,0.4272,100,249028,83047,83045,0.4272,Drosophila
164,103.2593,247819,0.4081,100,247819,83482,83509,0.408,Drosophila
165,138.0512,247165,0.4056,100,247165,82594,82560,0.4036,Drosophila
166,109.5677,247127,0.4252,99.9984,247123,86507,86537,0.4291,Drosophila
167,313.9663,247185,0.36,100,247185,98322,98408,0.3797,Drosophila
168,100.313,244439,0.4151,100,244439,81743,81735,0.4154,Drosophila
169,99.9759,244408,0.4164,100,244408,81479,81460,0.4166,Drosophila
170,110.3113,243984,0.4061,100,243984,84243,84275,0.4055,Drosophila
171,99.9958,243238,0.4396,100,243238,81095,81090,0.4395,Drosophila
172,99.949,243098,0.4386,100,243098,80914,80911,0.4385,Drosophila
173,112.5113,240279,0.4206,99.9305,240112,82129,82076,0.4214,Drosophila
174,191.8192,239840,0.4097,99.9983,239836,81580,81701,0.4089,Drosophila
175,101.3541,236459,0.4415,100,236459,79003,79023,0.4416,Drosophila
176,114.8345,236065,0.4201,100,236065,80160,79890,0.4199,Drosophila
177,99.2491,233225,0.453,99.299,231590,76782,76801,0.4531,Drosophila
178,120.8648,232274,0.4487,100,232274,77941,77979,0.449,Drosophila
179,101.1706,228270,0.4138,100,228270,76323,76301,0.414,Drosophila
180,122.0412,227602,0.4714,100,227602,91822,91943,0.4457,Drosophila
181,113.3847,227106,0.4046,100,227106,77190,77119,0.4044,Drosophila
182,103.2078,226947,0.4632,100,226947,75538,75566,0.4639,Drosophila
183,101.3723,226299,0.443,100,226299,75839,75843,0.4428,Drosophila
184,100.1329,224653,0.4251,100,224653,75084,74962,0.4259,Drosophila
185,20.2224,223694,0.5208,99.8958,223461,15082,15082,0.5202,Escherichia
186,102.5895,223419,0.4225,100,223419,74532,74452,0.4221,Drosophila
187,105.6529,218358,0.4336,99.9982,218354,75168,75236,0.4352,Drosophila
188,100.3932,218147,0.4214,100,218147,72911,72926,0.4214,Drosophila
189,107.4587,218108,0.4302,100,218108,72364,72361,0.4307,Drosophila
190,101.1314,217164,0.4335,100,217164,72647,72806,0.4338,Drosophila
191,99.6944,214618,0.4639,100,214618,71348,71333,0.4642,Drosophila
192,104.1666,213617,0.4239,99.9401,213489,71118,71119,0.4226,Drosophila
193,276.7338,210929,0.3865,100,210929,72889,72871,0.3844,Drosophila
194,354.3175,210543,0.3913,100,210543,70834,70993,0.3907,Drosophila
195,100.0235,209927,0.4205,100,209927,69824,69831,0.4205,Drosophila
196,180.2535,208586,0.4147,100,208586,71283,71327,0.4155,Drosophila
197,243.7314,208549,0.3404,99.9976,208544,78767,78360,0.3577,Drosophila
198,117.3287,206726,0.4085,100,206726,70624,70441,0.4055,Drosophila
199,262.7287,206744,0.3338,99.9802,206703,76593,76559,0.3343,Drosophila
200,102.2524,206370,0.4566,99.9985,206367,69001,68998,0.4551,Drosophila
201,122.6488,204948,0.4236,99.9976,204943,69535,69576,0.42,Drosophila
202,110.4822,204326,0.4393,100,204326,72135,72094,0.4369,Drosophila
203,110.8601,203872,0.4082,100,203872,72198,72395,0.4082,Drosophila
204,102.453,203446,0.4433,100,203446,69465,69442,0.4431,Drosophila
205,103.7969,201174,0.444,100,201174,67442,67434,0.4434,Drosophila
206,118.9647,200481,0.445,100,200481,67849,67848,0.4443,Drosophila
207,115.5357,199870,0.4201,99.925,199720,70914,71525,0.428,Drosophila
208,100.8233,199597,0.4359,100,199597,66405,66413,0.4362,Drosophila
209,120.7075,198587,0.4545,100,198587,67939,67910,0.4519,Drosophila
210,100.8337,197100,0.4579,100,197100,65930,65945,0.4578,Drosophila
211,100.2913,198003,0.4121,99.9944,197992,66213,66198,0.4124,Drosophila
212,100.3383,197992,0.4373,100,197992,65764,65768,0.4375,Drosophila
213,115.9924,197975,0.4303,100,197975,67566,67592,0.4302,Drosophila
214,100.4937,198936,0.437,99.999,198934,66283,66371,0.4384,Drosophila
215,103.733,199371,0.4436,100,199371,66085,66071,0.4443,Drosophila
216,109.8573,196911,0.3902,100,196911,70882,71811,0.3888,Drosophila
217,128.1875,195408,0.4453,99.9995,195407,65700,65853,0.4446,Drosophila
218,99.9494,195407,0.4566,100,195407,65116,65120,0.4566,Drosophila
219,100.5184,195000,0.4646,100,195000,64876,64874,0.4653,Drosophila
220,113.1877,194915,0.4436,99.9738,194864,65184,65246,0.4437,Drosophila
221,99.468,192312,0.4508,100,192312,63784,63766,0.4508,Drosophila
222,100.9546,190895,0.4248,99.9995,190894,63379,63379,0.4258,Drosophila
223,99.8208,190820,0.4315,100,190820,63520,63497,0.4321,Drosophila
224,107.8859,189211,0.3845,100,189211,66944,67026,0.3893,Drosophila
225,99.5086,188993,0.4483,100,188993,62253,62248,0.4488,Drosophila
226,108.8348,188427,0.4305,100,188427,63314,63231,0.429,Drosophila
227,124.3481,187993,0.4181,100,187993,65031,64973,0.4165,Drosophila
228,103.2235,187661,0.4463,99.8817,187439,63955,63953,0.4459,Drosophila
229,102.5872,184691,0.4715,100,184691,61554,61605,0.472,Drosophila
230,109.177,181808,0.3929,100,181808,60913,60881,0.3933,Drosophila
231,98.7866,180168,0.4024,99.3784,179048,59340,59338,0.4025,Drosophila
232,144.835,179948,0.41,100,179948,60510,60408,0.4102,Drosophila
233,103.2372,178189,0.478,99.5886,177456,59822,59841,0.4758,Drosophila
234,20.4426,177629,0.5014,99.7607,177204,12114,12100,0.5018,Escherichia
235,146.3537,176815,0.3994,100,176815,72361,72483,0.3859,Drosophila
236,101.0303,176656,0.4103,100,176656,59368,59369,0.4114,Drosophila
237,113.0795,175785,0.4299,100,175785,58812,58806,0.4296,Drosophila
238,104.0199,175018,0.4054,99.9629,174953,58514,58501,0.4059,Drosophila
239,99.5337,174430,0.4416,100,174430,57881,57890,0.4415,Drosophila
240,134.1588,174335,0.4192,100,174335,66044,65963,0.4225,Drosophila
241,132.7869,173835,0.4266,99.9988,173833,58567,58592,0.4257,Drosophila
242,101.6374,173229,0.4,99.085,171644,57303,57259,0.3999,Drosophila
243,106.368,172913,0.4289,99.9456,172819,57617,57603,0.4291,Drosophila
244,602.1741,172664,0.4199,100,172664,69266,69416,0.4001,Drosophila
245,103.1313,171206,0.4107,100,171206,57307,57301,0.4105,Drosophila
246,104.1067,171200,0.457,100,171200,59022,59090,0.4537,Drosophila
247,151.8059,170450,0.4189,100,170450,59831,59902,0.4158,Drosophila
248,101.506,169990,0.4413,100,169990,56459,56468,0.441,Drosophila
249,111.9415,169829,0.4377,99.9647,169769,57277,57253,0.4371,Drosophila
250,245.6899,169026,0.4057,100,169026,64258,63073,0.404,Drosophila
251,110.3783,168844,0.475,100,168844,56154,56158,0.4743,Drosophila
252,109.6425,168837,0.4252,99.9994,168836,56309,56280,0.4257,Drosophila
253,103.1411,167052,0.451,100,167052,57241,57205,0.4482,Drosophila
254,108.3972,166953,0.4765,99.4909,166103,59102,58864,0.4718,Drosophila
255,102.2051,166872,0.4261,99.6758,166331,56767,56703,0.4279,Drosophila
256,100.0909,166392,0.4007,100,166392,55505,55494,0.4005,Drosophila
257,100.7142,165872,0.4105,100,165872,55703,55647,0.4106,Drosophila
258,99.6892,165661,0.4326,100,165661,55087,55051,0.4333,Drosophila
259,160.8801,163420,0.4429,100,163420,63319,63937,0.4235,Drosophila
260,105.6747,163306,0.4019,100,163306,54697,54724,0.4019,Drosophila
261,101.1069,163217,0.4456,100,163217,54635,54589,0.4459,Drosophila
262,140.4961,160345,0.4055,100,160345,53857,53766,0.4052,Drosophila
263,100.5522,159848,0.4167,100,159848,53336,53403,0.4166,Drosophila
264,101.2676,159435,0.4366,99.571,158751,53378,53391,0.4374,Drosophila
265,104.0925,159015,0.4332,99.9975,159011,52875,52856,0.4336,Drosophila
266,100.1462,158942,0.4604,99.9906,158927,53067,53069,0.4603,Drosophila
267,127.1458,157044,0.4544,100,157044,56311,56394,0.444,Drosophila
268,101.2859,157080,0.4367,99.9319,156973,52650,52683,0.4365,Drosophila
269,101.2481,154841,0.4092,100,154841,51856,51835,0.4094,Drosophila
270,316.6043,154634,0.4272,100,154634,52225,52296,0.4254,Drosophila
271,102.7005,153158,0.4424,100,153158,51552,51550,0.4419,Drosophila
272,130.2982,152959,0.5105,100,152959,62099,62104,0.4986,Drosophila
273,103.7299,152101,0.3878,100,152101,51104,51033,0.3884,Drosophila
274,101.3657,151554,0.4007,99.998,151551,50568,50582,0.4009,Drosophila
275,120.0986,149801,0.4305,100,149801,55001,54850,0.4216,Drosophila
276,103.08,149713,0.4106,100,149713,49746,49736,0.4117,Drosophila
277,101.8608,146742,0.4333,100,146742,49588,49499,0.4343,Drosophila
278,101.385,146611,0.4508,99.9359,146517,49362,49387,0.4498,Drosophila
279,134.3026,146037,0.4215,99.5063,145316,57921,57787,0.4264,Drosophila
280,111.9442,145474,0.4137,99.547,144815,51791,51524,0.4182,Drosophila
281,104.2342,145157,0.4104,100,145157,50246,50254,0.4092,Drosophila
282,100.5981,143032,0.4229,100,143032,47856,47878,0.4226,Drosophila
283,158.5564,141926,0.4213,100,141926,53668,53563,0.4243,Drosophila
284,102.5914,140389,0.4393,99.1125,139143,46210,46217,0.4382,Drosophila
285,208.8856,138923,0.4284,100,138923,54048,53965,0.4219,Drosophila
286,109.5657,138900,0.4164,100,138900,45711,45642,0.4169,Drosophila
287,100.5187,138420,0.446,100,138420,46087,46085,0.4455,Drosophila
288,148.4872,138029,0.4351,99.9855,138009,52687,52720,0.4237,Drosophila
289,122.3146,137001,0.4366,100,137001,51705,51758,0.4227,Drosophila
290,107.4435,136791,0.4141,99.6491,136311,47288,48374,0.4073,Drosophila
291,102.6755,135843,0.4107,100,135843,45759,45758,0.4111,Drosophila
292,115.731,135366,0.4274,100,135366,44929,44997,0.4277,Drosophila
293,107.693,134335,0.3979,99.9695,134294,45099,44951,0.3954,Drosophila
294,108.347,134275,0.4411,100,134275,46984,46938,0.4363,Drosophila
295,100.5179,133316,0.4208,100,133316,44265,44270,0.4209,Drosophila
296,100.3393,133068,0.4119,100,133068,44517,44518,0.412,Drosophila
297,108.8406,131512,0.4058,100,131512,43907,43888,0.4065,Drosophila
298,101.0986,130795,0.4143,100,130795,43731,43702,0.4149,Drosophila
299,100.6247,130297,0.4341,100,130297,43650,43690,0.4343,Drosophila
300,114.8205,130284,0.4342,100,130284,44320,44340,0.4317,Drosophila
301,99.2417,129026,0.416,99.9047,128903,42694,42697,0.4155,Drosophila
302,124.6129,128756,0.393,100,128756,44652,44060,0.3965,Drosophila
303,98.9411,127911,0.3939,99.337,127063,42167,42167,0.394,Drosophila
304,99.4466,127278,0.4285,99.9969,127274,42148,42130,0.4284,Drosophila
305,20.2756,126771,0.5155,99.7752,126486,8567,8566,0.5145,Escherichia
306,103.3484,126687,0.4059,100,126687,42389,42393,0.4063,Drosophila
307,99.6487,125374,0.3973,100,125374,41397,41397,0.3969,Drosophila
308,99.8796,125167,0.4234,100,125167,41682,41683,0.4234,Drosophila
309,100.7436,123669,0.411,100,123669,41508,41475,0.4116,Drosophila
310,114.0537,124146,0.4351,100,124146,41396,41334,0.4351,Drosophila
311,233.029,123274,0.3928,99.987,123258,43186,43104,0.3916,Drosophila
312,107.3549,122357,0.4555,100,122357,40951,40981,0.4553,Drosophila
313,99.8708,122015,0.4049,100,122015,40628,40626,0.4058,Drosophila
314,99.6983,121864,0.4099,100,121864,40466,40460,0.4103,Drosophila
315,100.4717,121843,0.3847,100,121843,40631,40628,0.385,Drosophila
316,279.998,121792,0.4086,100,121792,46675,46601,0.3962,Drosophila
317,100.6413,121426,0.393,100,121426,39943,39975,0.3937,Drosophila
318,106.6663,120496,0.4208,100,120496,40149,40115,0.42,Drosophila
319,105.1387,119742,0.4243,100,119742,39732,39726,0.4249,Drosophila
320,99.7813,118881,0.4317,100,118881,39555,39550,0.4327,Drosophila
321,103.155,118785,0.4161,100,118785,39547,39625,0.4161,Drosophila
322,114.1057,117936,0.4147,100,117936,39534,39544,0.4155,Drosophila
323,101.9325,116443,0.4225,100,116443,38573,38611,0.4231,Drosophila
324,132.2821,116037,0.4538,100,116037,43620,43734,0.4505,Drosophila
325,99.4893,115890,0.4286,99.7989,115657,38436,38445,0.4289,Drosophila
326,107.1965,115250,0.4428,100,115250,38577,38630,0.4424,Drosophila
327,110.1858,114486,0.4144,99.9991,114485,39542,39585,0.4111,Drosophila
328,99.8524,114307,0.4171,100,114307,38054,38066,0.4167,Drosophila
329,104.9009,113642,0.4077,99.9718,113610,37477,37579,0.4077,Drosophila
330,100.5857,113064,0.4099,100,113064,37743,37746,0.4098,Drosophila
331,100.0969,112913,0.4082,99.9947,112907,37638,37611,0.4081,Drosophila
332,193.3066,112555,0.3584,100,112555,41918,41700,0.3636,Drosophila
333,105.428,110170,0.4504,99.9337,110097,36322,36322,0.4507,Drosophila
334,221.5752,110202,0.3841,99.9773,110177,41243,41229,0.3912,Drosophila
335,103.6099,109632,0.4261,99.8331,109449,36227,36213,0.4264,Drosophila
336,101.0509,109715,0.4184,100,109715,36678,36692,0.4187,Drosophila
337,170.3967,109521,0.3677,100,109521,43172,42035,0.3832,Drosophila
338,101.5767,109296,0.4116,100,109296,36616,36540,0.4121,Drosophila
339,102.589,108758,0.4246,99.6635,108392,35886,35895,0.4243,Drosophila
340,329.9538,109879,0.3989,99.9982,109877,59162,58677,0.4014,Drosophila
341,101.8445,107685,0.4246,100,107685,35991,35985,0.4251,Drosophila
342,102.8562,107183,0.382,100,107183,35975,35966,0.3818,Drosophila
343,101.4192,107043,0.436,99.9981,107041,36184,36212,0.4358,Drosophila
344,101.4718,107041,0.4387,100,107041,35754,35687,0.4393,Drosophila
345,100.1987,105774,0.4229,99.9972,105771,34926,34929,0.4225,Drosophila
346,105.8702,105297,0.4933,100,105297,36478,36097,0.4913,Drosophila
347,104.5764,105152,0.4573,100,105152,36424,36544,0.458,Drosophila
348,100.0995,105156,0.3827,100,105156,35050,35050,0.3839,Drosophila
349,245.6955,104910,0.3942,99.6997,104595,43869,43606,0.3898,Drosophila
350,110.3261,104582,0.4041,99.9809,104562,35618,35592,0.4022,Drosophila
351,109.0403,104135,0.4371,99.9971,104132,37680,37692,0.4277,Drosophila
352,102.3471,103658,0.4164,100,103658,35214,35123,0.4174,Drosophila
353,113.1963,103565,0.4439,100,103565,35570,35458,0.4414,Drosophila
354,136.3362,103059,0.408,100,103059,41649,41623,0.4136,Drosophila
355,107.321,102715,0.4155,100,102715,34178,34183,0.4158,Drosophila
356,101.6818,101874,0.4827,100,101874,33737,33644,0.4822,Drosophila
357,110.6099,101406,0.4361,99.999,101405,34789,34858,0.4383,Drosophila
358,101.4385,101408,0.4055,100,101408,34106,34107,0.4048,Drosophila
359,104.8112,100703,0.3957,100,100703,33871,33855,0.3961,Drosophila
360,102.3226,99955,0.4135,100,99955,34458,33943,0.4142,Drosophila
361,100.0067,99881,0.4341,100,99881,33253,33276,0.4338,Drosophila
362,113.6929,99186,0.442,100,99186,32928,32930,0.4426,Drosophila
363,107.2462,99086,0.3588,100,99086,34271,33896,0.3577,Drosophila
364,98.3884,98873,0.4309,98.399,97290,32454,32434,0.4323,Drosophila
365,101.0569,98711,0.3969,99.998,98709,33261,33256,0.3975,Drosophila
366,101.1544,97968,0.4115,100,97968,32779,32777,0.4121,Drosophila
367,99.2688,97901,0.4087,100,97901,32383,32400,0.4093,Drosophila
368,100.2597,97404,0.4346,100,97404,32566,32556,0.4351,Drosophila
