ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,RNA_Avg_fold,RNA_Covered_bases,RNA_Covered_percent,RNA_Read_GC,Origin
69,101.6891,359946,0.3502,99.9994,359944,120067,119961,0.3501,37.118,110248,0.306290388,0.4043,Caenorhabditis
70,139.3127,354608,0.3588,100,354608,118745,118686,0.3593,63.4523,95256,0.268623381,0.4462,Caenorhabditis
71,99.7795,349646,0.3556,99.3396,347337,115817,115848,0.356,35.2798,114068,0.326238538,0.4192,Caenorhabditis
72,109.9808,342769,0.3519,100,342769,114161,114126,0.3519,51.6096,99810,0.291187359,0.4167,Caenorhabditis
73,101.71,342095,0.3512,100,342095,114513,114493,0.3521,31.8338,89891,0.262766191,0.4258,Caenorhabditis
74,268.4422,341235,0.3567,100,341235,114198,114105,0.3564,71.3344,71022,0.208132226,0.4718,Caenorhabditis
75,46.1951,345134,0.3445,100,345134,47554,47540,0.3443,13.7257,224733,0.651147091,0.3654,Candida
76,141.0291,338537,0.3575,99.9994,338535,117254,116838,0.3622,28.3822,118933,0.351314627,0.4015,Caenorhabditis
77,102.0194,333559,0.3535,100,333559,111798,111837,0.3549,69.9645,109151,0.327231464,0.4337,Caenorhabditis
78,103.6535,332428,0.3441,99.9982,332422,110894,110904,0.3445,48.1619,121191,0.364563154,0.3991,Caenorhabditis
79,108.3078,332298,0.3584,99.7596,331499,109678,109800,0.3589,82.1217,105168,0.316487009,0.4395,Caenorhabditis
80,107.7402,331130,0.3563,100,331130,110395,110607,0.3576,54.9775,111268,0.336025126,0.4137,Caenorhabditis
81,101.4298,325620,0.3386,99.3299,323438,108356,108322,0.3384,45.8735,84419,0.259256188,0.4023,Caenorhabditis
82,102.8959,325380,0.3497,100,325380,109550,109546,0.35,39.9618,125160,0.384657938,0.4106,Caenorhabditis
83,128.8331,322002,0.3493,100,322002,110663,110572,0.349,47.3526,77377,0.24029975,0.4413,Caenorhabditis
84,103.1545,320519,0.344,100,320519,108779,108753,0.3439,28.628,111028,0.346400681,0.3979,Caenorhabditis
85,104.1626,319359,0.3598,99.9994,319357,106724,106786,0.3604,79.7114,96325,0.301619807,0.4806,Caenorhabditis
86,103.2523,320089,0.3415,99.9909,320060,105891,105930,0.3413,99.2273,92211,0.288079253,0.4148,Caenorhabditis
87,106.5531,313285,0.3552,100,313285,104909,105025,0.3552,30.4482,45009,0.143667906,0.4755,Caenorhabditis
88,442.0227,314427,0.3427,100,314427,104831,104779,0.3451,66.2317,40117,0.127587644,0.4692,Caenorhabditis
89,148.3655,312792,0.364,100,312792,105438,105362,0.364,60.6776,84772,0.271017162,0.4459,Caenorhabditis
90,114.3547,312419,0.3796,100,312419,103835,103844,0.3793,32.3688,83511,0.267304485,0.4604,Caenorhabditis
91,263.7853,312794,0.3626,100,312794,105825,106058,0.3653,42.6873,48316,0.154465879,0.4688,Caenorhabditis
92,40.8547,311113,0.3392,99.3253,309014,41247,41252,0.3396,12.6335,188495,0.605873107,0.3569,Candida
93,99.3454,310645,0.3516,99.1637,308047,102171,102171,0.352,46.9575,117511,0.378280674,0.4099,Caenorhabditis
94,104.4112,307235,0.3348,100,307235,101646,101633,0.3353,37.0028,78928,0.256897814,0.4119,Caenorhabditis
95,149.0079,306414,0.3633,99.3692,304481,101624,101696,0.3646,45.0726,62263,0.20319894,0.4557,Caenorhabditis
96,101.8054,306407,0.35,100,306407,101979,101987,0.3504,38.5323,80724,0.263453511,0.4105,Caenorhabditis
97,249.397,307324,0.3504,100,307324,104794,104740,0.3496,43.3867,53699,0.174730903,0.4516,Caenorhabditis
98,110.3074,305949,0.3573,99.8147,305382,101312,101134,0.358,37.3612,85415,0.279180517,0.4336,Caenorhabditis
99,137.0828,305310,0.3676,99.8975,304997,100537,100462,0.3704,69.9431,95552,0.312967148,0.468,Caenorhabditis
100,102.2206,304205,0.3464,100,304205,102029,102051,0.3477,44.4229,93568,0.307582058,0.4051,Caenorhabditis
101,101.8564,303616,0.3497,99.9993,303614,101778,101766,0.3505,53.3013,112252,0.369717011,0.4175,Caenorhabditis
102,110.201,302961,0.3564,100,302961,101624,101590,0.3562,38.5296,93555,0.308802123,0.4227,Caenorhabditis
103,126.2755,302616,0.3545,100,302616,108091,108168,0.363,46.9846,109643,0.36231726,0.4234,Caenorhabditis
104,115.9778,299117,0.3594,99.9502,298968,109927,109960,0.3646,67.6912,116258,0.388670654,0.4127,Caenorhabditis
105,118.031,298654,0.3104,99.695,297743,98630,98638,0.3128,35.4683,28046,0.093908001,0.4603,Caenorhabditis
106,126.943,295225,0.3436,99.9915,295200,100163,100062,0.3438,55.2139,49779,0.168613769,0.4513,Caenorhabditis
107,106.6659,294737,0.3299,99.9986,294733,98304,98351,0.3308,62.0776,57993,0.196761859,0.4561,Caenorhabditis
108,103.2089,293571,0.315,99.7868,292945,97602,97582,0.3157,48.2524,46763,0.159290257,0.4194,Caenorhabditis
109,107.2716,291964,0.3726,100,291964,96532,96599,0.3725,101.3789,76709,0.262734447,0.4636,Caenorhabditis
110,396.5768,292975,0.362,100,292975,103305,103359,0.3637,38.2096,42259,0.144240976,0.4853,Caenorhabditis
111,41.1666,289194,0.3204,99.9827,289144,38372,38366,0.3213,11.8572,169065,0.584607564,0.3372,Candida
112,110.0348,286854,0.3597,100,286854,102716,102362,0.3598,40.8426,85654,0.298597893,0.4381,Caenorhabditis
113,104.6236,286701,0.3528,100,286701,95360,95378,0.3537,41.661,121863,0.425052581,0.4027,Caenorhabditis
114,102.0735,285094,0.3474,99.9993,285092,95150,95034,0.3481,72.6648,89052,0.312360134,0.4207,Caenorhabditis
115,132.1947,283267,0.3601,100,283267,95534,95484,0.3598,103.8784,79102,0.279248907,0.4348,Caenorhabditis
116,109.607,281726,0.3331,99.9851,281684,96785,96729,0.3345,60.6951,54149,0.192204482,0.4309,Caenorhabditis
117,143.291,283571,0.3608,99.9986,283567,94924,94913,0.3613,52.4857,55111,0.194346389,0.4854,Caenorhabditis
118,109.4393,282022,0.355,100,282022,94118,94064,0.3552,85.9679,96911,0.34362922,0.4206,Caenorhabditis
119,110.8636,276524,0.3585,100,276524,93638,93689,0.3577,28.7536,76852,0.277921627,0.4245,Caenorhabditis
120,101.6393,273933,0.3637,99.9971,273925,91374,91385,0.364,46.2925,98518,0.359642686,0.4328,Caenorhabditis
121,112.5947,273899,0.37,100,273899,92717,92834,0.3701,36.3833,83042,0.303184751,0.4461,Caenorhabditis
122,106.431,273569,0.343,99.9989,273566,91211,91196,0.3432,28.0283,90231,0.329829038,0.3972,Caenorhabditis
123,112.922,275703,0.3519,99.4897,274296,92496,92667,0.3523,135.7591,57375,0.208104373,0.4742,Caenorhabditis
124,45.1675,275081,0.3184,100,275081,36689,36697,0.3195,12.3863,170971,0.621529659,0.3351,Candida
125,40.4113,274051,0.3364,99.9931,274032,36301,36300,0.3371,12.3248,161217,0.588273715,0.3569,Candida
126,103.7556,271631,0.3513,100,271631,92793,92799,0.3518,29.3997,55116,0.202907621,0.4416,Caenorhabditis
127,41.3352,271640,0.3436,100,271640,36318,36357,0.3449,13.2498,175309,0.645372552,0.3639,Candida
128,40.2105,267916,0.3404,99.9903,267890,35792,35784,0.341,12.8759,169027,0.630895505,0.3617,Candida
129,103.2634,267376,0.3573,99.9981,267371,89345,89354,0.3582,34.1345,70920,0.26524445,0.4383,Caenorhabditis
130,152.8099,267302,0.3557,100,267302,89594,89593,0.3563,53.8053,51303,0.191928979,0.4742,Caenorhabditis
131,108.692,268254,0.3637,100,268254,89399,89288,0.3643,59.0797,79337,0.295753279,0.4267,Caenorhabditis
132,43.4996,269587,0.3372,99.9165,269362,35102,35088,0.3377,12.6893,167842,0.622589368,0.3568,Candida
133,607.3448,263053,0.3623,100,263053,94129,94038,0.3653,44.3433,63948,0.243099299,0.4445,Caenorhabditis
134,137.2291,263242,0.3477,100,263242,88141,88161,0.349,38.6485,61699,0.234381292,0.4416,Caenorhabditis
135,41.9387,263170,0.3214,99.9951,263157,34637,34608,0.3219,12.0287,157727,0.599335031,0.3386,Candida
136,108.9717,261600,0.3763,100,261600,89318,89299,0.3765,27.4345,88684,0.339006116,0.4352,Caenorhabditis
137,132.3197,257861,0.367,99.9988,257858,88449,88490,0.3644,42.6306,53944,0.209197979,0.4748,Caenorhabditis
138,133.9144,257583,0.3594,100,257583,87852,87993,0.3612,38.1017,83607,0.324582756,0.4262,Caenorhabditis
139,1749.9476,255681,0.332,99.9335,255511,85521,85500,0.3353,40.9474,45762,0.178980839,0.4437,Caenorhabditis
140,47.492,253669,0.3262,100,253669,33290,33269,0.3268,13.0191,158477,0.624739326,0.3422,Candida
141,45.4287,252696,0.3257,99.9976,252690,33417,33437,0.3261,14.9279,154746,0.612380093,0.3457,Candida
142,157.7698,249900,0.3505,100,249900,84403,84352,0.3508,20.6188,43936,0.175814326,0.4385,Caenorhabditis
143,131.4522,245224,0.3481,99.7786,244681,81524,81479,0.3482,24.2008,42962,0.175194924,0.4408,Caenorhabditis
144,105.8969,241554,0.3553,99.6113,240615,82044,82023,0.3572,23.3553,39652,0.164153771,0.4583,Caenorhabditis
145,112.5735,240951,0.343,100,240951,80609,80632,0.3438,32.68,50785,0.210768995,0.426,Caenorhabditis
146,158.9293,239886,0.3511,100,239886,81783,81728,0.3519,29.9012,45014,0.187647466,0.4279,Caenorhabditis
147,74.7037,239821,0.3299,100,239821,31387,31393,0.3298,36.0224,136147,0.567702578,0.3481,Candida
148,174.7118,239481,0.3212,100,239481,83322,83221,0.3237,48.9371,37931,0.158388348,0.43,Caenorhabditis
149,164.8758,236355,0.3291,99.9996,236354,80244,80219,0.3289,53.9533,51157,0.21644137,0.435,Caenorhabditis
150,40.186,236377,0.3325,100,236377,31592,31594,0.3332,12.8409,148108,0.626575344,0.3506,Candida
151,203.298,234870,0.3582,100,234870,80414,80332,0.3591,123.8037,55827,0.237693192,0.4829,Caenorhabditis
152,107.3122,231842,0.3496,100,231842,79960,80043,0.3497,44.1995,79215,0.341676659,0.4097,Caenorhabditis
153,105.6945,229713,0.3507,100,229713,77143,77142,0.3509,88.6731,79116,0.344412375,0.4354,Caenorhabditis
154,154.5496,227889,0.3617,99.9996,227888,76676,76690,0.3618,39.3883,80804,0.354576131,0.4259,Caenorhabditis
155,136.5745,230201,0.3629,100,230201,78619,78702,0.3644,28.9971,44600,0.193743728,0.4423,Caenorhabditis
156,104.9165,228888,0.3825,99.9996,228887,76014,76021,0.3829,59.3534,87981,0.384384502,0.4501,Caenorhabditis
157,152.5473,225804,0.3667,100,225804,77486,77533,0.3674,70.9312,46743,0.207006962,0.4769,Caenorhabditis
158,100.7755,224099,0.3536,99.8786,223827,74425,74423,0.3541,81.5191,71013,0.316882271,0.4216,Caenorhabditis
159,60.1921,223127,0.315,99.8839,222868,30148,30154,0.3163,17.3844,144498,0.647604279,0.3245,Candida
160,284.4497,227543,0.3542,100,227543,74586,74669,0.3552,61.875,39193,0.172244367,0.4829,Caenorhabditis
161,172.5172,222792,0.336,99.9996,222791,74812,74768,0.3368,45.8601,53790,0.241435958,0.4184,Caenorhabditis
162,155.5464,222285,0.3506,99.9649,222207,78396,78397,0.3512,35.4624,70679,0.317965675,0.4129,Caenorhabditis
163,104.8752,221608,0.352,100,221608,74960,74958,0.3534,32.4062,69287,0.31265568,0.4132,Caenorhabditis
164,99.8527,221516,0.3574,99.9964,221508,73681,73658,0.3582,49.8573,77828,0.351342567,0.4284,Caenorhabditis
165,309.2857,221051,0.3637,100,221051,76332,76001,0.3632,49.4895,49057,0.221926162,0.4837,Caenorhabditis
166,168.6635,220846,0.3574,100,220846,73473,73444,0.3586,34.6745,47504,0.215100115,0.4454,Caenorhabditis
167,142.5768,218521,0.3533,100,218521,74409,74374,0.3552,66.3424,62081,0.284096265,0.4314,Caenorhabditis
168,45.1872,220006,0.3375,100,220006,29555,29573,0.338,12.5576,136100,0.618619492,0.3553,Candida
169,40.7675,217182,0.3452,100,217182,28936,28931,0.3466,14.6902,153874,0.708502546,0.3611,Candida
170,108.7178,217121,0.3535,100,217121,73752,73874,0.3533,35.1586,79700,0.367076423,0.412,Caenorhabditis
171,175.2842,217601,0.3439,99.9982,217597,73238,73046,0.3414,86.369,51917,0.238588058,0.4181,Caenorhabditis
172,101.7215,215889,0.3368,100,215889,72020,72029,0.3379,36.3297,59646,0.276280867,0.4068,Caenorhabditis
173,160.2554,213385,0.3556,99.9944,213373,71860,71816,0.3558,44.6166,49535,0.232139091,0.4498,Caenorhabditis
174,102.7226,211599,0.3524,99.534,210613,70948,70937,0.3518,22.2945,48507,0.229240214,0.4214,Caenorhabditis
175,103.2861,208784,0.3575,99.0636,206829,71126,71109,0.3584,69.7692,62349,0.298629205,0.428,Caenorhabditis
176,177.1137,208799,0.3409,99.9995,208798,72794,72720,0.3427,39.7075,39609,0.189699184,0.4226,Caenorhabditis
177,115.1102,205677,0.361,99.3918,204426,71539,71581,0.3614,56.2068,60209,0.292735697,0.441,Caenorhabditis
178,103.8499,204848,0.3464,100,204848,68449,68478,0.3472,28.9549,37201,0.181602945,0.4292,Caenorhabditis
179,115.1369,201908,0.3508,99.9643,201836,71058,71058,0.3509,47.7365,62012,0.30712998,0.4174,Caenorhabditis
180,226.2768,200962,0.3934,100,200962,66541,66511,0.3929,63.0013,31202,0.155263184,0.5015,Caenorhabditis
181,106.5319,200461,0.3503,99.9945,200450,67398,67434,0.35,24.0421,28698,0.143160016,0.4573,Caenorhabditis
182,107.5987,199106,0.3544,99.998,199102,69144,69253,0.3593,30.7726,66453,0.333756893,0.4121,Caenorhabditis
183,100.2145,197417,0.363,99.7969,197016,65938,65941,0.3634,44.6703,73991,0.374795484,0.4229,Caenorhabditis
184,137.9762,199082,0.3608,100,199082,65603,65615,0.3596,31.6978,64633,0.324655167,0.4035,Caenorhabditis
185,40.5522,197188,0.3317,100,197188,26253,26259,0.3324,13.2389,131914,0.6689758,0.3458,Candida
186,115.0805,195371,0.3743,100,195371,67335,67386,0.3777,40.2202,76336,0.390723291,0.4459,Caenorhabditis
187,106.601,195240,0.3575,100,195240,64477,64440,0.3582,28.4393,46326,0.237277197,0.4491,Caenorhabditis
188,182.9559,195260,0.3622,100,195260,67234,67229,0.3612,33.3868,37171,0.190366691,0.4618,Caenorhabditis
189,115.4886,194133,0.3584,99.9995,194132,66296,66206,0.3597,42.1635,41418,0.213348581,0.4558,Caenorhabditis
190,100.1285,190766,0.3505,99.936,190644,63681,63684,0.3513,47.3327,61401,0.321865532,0.4132,Caenorhabditis
191,42.4435,193613,0.3478,100,193613,25837,25827,0.3487,13.227,123878,0.639822739,0.3709,Candida
192,101.3313,190526,0.3529,100,190526,63883,63906,0.3525,66.5596,69465,0.364595908,0.4102,Caenorhabditis
193,185.064,190170,0.3555,99.9989,190168,64532,64653,0.3558,38.9526,28850,0.151706368,0.4771,Caenorhabditis
194,21.2538,188167,0.3404,99.983,188135,12719,12729,0.3406,6.3993,114509,0.608549852,0.364,Candida
195,110.1345,187621,0.3763,99.4729,186632,62532,62502,0.3766,40.1567,77162,0.411265263,0.4184,Caenorhabditis
196,41.0325,188701,0.3255,99.3031,187386,25332,25332,0.3264,14.6711,129277,0.685089109,0.3373,Candida
197,122.6846,186185,0.352,99.9989,186183,67935,67965,0.3522,52.7111,38319,0.205811424,0.4508,Caenorhabditis
198,103.664,184409,0.3818,98.9155,182409,61258,61241,0.3814,28.9384,36628,0.198623711,0.4706,Caenorhabditis
199,107.9913,182971,0.3513,100,182971,61779,61870,0.3509,55.7049,58473,0.319575233,0.4241,Caenorhabditis
200,182.5593,182609,0.3721,100,182609,60035,60071,0.3703,52.1093,31742,0.173824948,0.4548,Caenorhabditis
201,40.1799,183721,0.3334,100,183721,23943,23941,0.3339,12.921,116251,0.632758367,0.3559,Candida
202,107.2973,179777,0.355,100,179777,59795,59766,0.3543,82.7675,35194,0.195764753,0.4521,Caenorhabditis
203,148.9914,179021,0.3467,100,179021,66449,66469,0.3417,28.6636,66214,0.369867222,0.3919,Caenorhabditis
204,109.8032,182073,0.3469,100,182073,60513,60509,0.3468,37.6465,51774,0.284358472,0.4279,Caenorhabditis
205,136.7657,178836,0.3919,99.9754,178792,60048,60100,0.3943,36.8338,55376,0.309646827,0.4648,Caenorhabditis
206,128.1041,177804,0.3513,99.9623,177737,59797,59827,0.3527,43.2921,38886,0.218701492,0.4426,Caenorhabditis
207,101.9132,177428,0.37,100,177428,59836,59753,0.3693,61.8825,51907,0.292552472,0.4388,Caenorhabditis
208,203.7254,176689,0.3567,100,176689,62606,62714,0.3574,51.7843,35169,0.199044649,0.4624,Caenorhabditis
209,46.4304,180833,0.3353,98.0778,177357,24655,24600,0.3372,12.3428,109207,0.603910791,0.3614,Candida
210,101.2822,175753,0.3712,99.9653,175692,59154,59115,0.3712,39.4253,40460,0.230209442,0.4621,Caenorhabditis
211,99.6558,175644,0.3422,99.8429,175368,58264,58252,0.3424,79.4492,37254,0.212099474,0.457,Caenorhabditis
212,114.1681,175254,0.3238,99.9977,175250,57508,57517,0.3246,34.0535,23616,0.134752987,0.4594,Caenorhabditis
213,43.9761,176783,0.3372,100,176783,24757,24782,0.3388,11.859,96839,0.547784572,0.354,Candida
214,37.3722,174682,0.3556,99.9788,174645,21703,21701,0.3551,13.4899,119689,0.685182217,0.3796,Candida
215,125.1752,179363,0.3595,99.2747,178062,62078,62093,0.3601,36.8571,33397,0.186197822,0.459,Caenorhabditis
216,128.9682,174713,0.3633,100,174713,59228,59140,0.3625,32.9026,43204,0.247285548,0.4317,Caenorhabditis
217,111.6783,174075,0.3525,99.9989,174073,60654,60794,0.3507,36.1697,53323,0.306321988,0.4183,Caenorhabditis
218,108.6858,173329,0.3721,100,173329,62050,62061,0.3781,76.4124,52145,0.30084406,0.4512,Caenorhabditis
219,104.5176,170281,0.3555,99.9994,170280,56618,56546,0.3556,45.4878,61077,0.358683588,0.4278,Caenorhabditis
220,167.749,169964,0.3612,99.9994,169963,60211,59951,0.3606,28.2955,35795,0.210603422,0.4308,Caenorhabditis
221,128.2219,169296,0.3584,99.9953,169288,58401,58472,0.3572,75.5406,45233,0.267182922,0.4596,Caenorhabditis
222,41.0811,170177,0.3154,100,170177,22449,22450,0.3166,20.4143,108204,0.635832104,0.3277,Candida
223,157.4548,168684,0.331,100,168684,60002,59921,0.3324,18.5848,9153,0.054261222,0.442,Caenorhabditis
224,22.2274,166644,0.3535,100,166644,11796,11798,0.3547,8.0027,113973,0.683931015,0.3735,Candida
225,102.0024,164392,0.3509,99.4969,163565,55039,55021,0.3522,43.3443,54520,0.331646309,0.4148,Caenorhabditis
226,114.6697,163655,0.327,100,163655,54442,54434,0.328,59.5991,35993,0.219932174,0.4597,Caenorhabditis
227,191.772,162351,0.369,100,162351,57094,57069,0.3685,39.5185,29066,0.179031851,0.4686,Caenorhabditis
228,176.894,160964,0.3672,100,160964,54645,54652,0.3688,49.6243,30580,0.189980368,0.4707,Caenorhabditis
229,137.6502,159622,0.3701,99.9987,159620,55831,55820,0.3701,26.7498,49899,0.312607285,0.4335,Caenorhabditis
230,128.326,159556,0.3435,99.9843,159531,54196,54465,0.3445,39.6089,33644,0.210860137,0.434,Caenorhabditis
