ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Origin
71,100.5406,433621,0.3609,99.9405,433363,145250,145231,0.3616,Arabidopsis
72,103.2152,429414,0.337,99.7175,428201,140240,140283,0.3378,Arabidopsis
73,103.3483,425516,0.3492,99.9013,425096,142397,142384,0.3495,Arabidopsis
74,99.9824,420561,0.3642,100,420561,139882,139884,0.3645,Arabidopsis
75,100.368,420258,0.3562,99.999,420254,140036,140090,0.3567,Arabidopsis
76,100.5547,420037,0.3561,99.5298,418062,139319,139334,0.3561,Arabidopsis
77,100.9521,414336,0.3625,99.8837,413854,138104,138084,0.3626,Arabidopsis
78,105.5962,414016,0.3463,98.7911,409011,139378,139368,0.3478,Arabidopsis
79,100.412,413427,0.3598,99.9057,413037,138274,138258,0.3602,Arabidopsis
80,99.4794,410901,0.3697,99.936,410638,136268,136268,0.3699,Arabidopsis
81,100.8779,393535,0.3497,99.847,392933,130700,130697,0.3485,Arabidopsis
82,102.4543,388681,0.3449,100,388681,131314,131339,0.3458,Arabidopsis
83,99.9014,390923,0.3491,99.999,390919,129371,129359,0.3493,Arabidopsis
84,103.1733,392677,0.3482,99.9677,392550,130812,130709,0.3485,Arabidopsis
85,101.5422,376138,0.3751,99.9995,376136,126060,126095,0.3757,Arabidopsis
86,106.2902,375598,0.3467,99.8432,375009,125747,125657,0.3475,Arabidopsis
87,98.6798,374524,0.355,99.6502,373214,123000,123008,0.3555,Arabidopsis
88,102.6119,371813,0.348,99.9997,371812,124411,124407,0.3477,Arabidopsis
89,98.9287,370965,0.3446,98.633,365894,121265,121206,0.3445,Arabidopsis
90,108.7211,369099,0.3454,99.9997,369098,124189,124230,0.3469,Arabidopsis
91,102.5581,365418,0.3727,99.9324,365171,122335,122213,0.3726,Arabidopsis
92,106.3168,370494,0.3507,100,370494,127354,127300,0.3522,Arabidopsis
93,104.8959,358246,0.3611,100,358246,122126,122221,0.3604,Arabidopsis
94,101.0504,358209,0.3516,99.6812,357067,118201,118256,0.352,Arabidopsis
95,106.2947,356862,0.3498,99.8355,356275,119776,119849,0.35,Arabidopsis
96,104.9785,352499,0.3389,99.9983,352493,117451,117459,0.34,Arabidopsis
97,100.1524,343817,0.3667,100,343817,113672,113682,0.3667,Arabidopsis
98,103.1518,340913,0.3518,99.9991,340910,116387,116385,0.3511,Arabidopsis
99,102.5996,334144,0.3623,99.9991,334141,112333,112335,0.3623,Arabidopsis
100,101.3384,330640,0.3683,99.9997,330639,110690,110763,0.3688,Arabidopsis
101,100.7253,327752,0.3464,99.8584,327288,109059,109031,0.3464,Arabidopsis
102,103.4354,327443,0.3452,99.8757,327036,109330,109333,0.346,Arabidopsis
103,100.4915,326252,0.3372,99.5218,324692,108507,108688,0.3373,Arabidopsis
104,100.4184,324447,0.3876,99.9997,324446,108174,108165,0.3879,Arabidopsis
105,102.9795,319988,0.3404,100,319988,108874,108868,0.3416,Arabidopsis
106,127.8715,311950,0.3333,100,311950,107515,107611,0.333,Arabidopsis
107,106.2589,310067,0.3423,100,310067,104191,104203,0.3434,Arabidopsis
108,104.1026,305600,0.3442,100,305600,103383,103298,0.3453,Arabidopsis
109,100.7443,304059,0.3405,99.8296,303541,101440,101438,0.3411,Arabidopsis
110,106.5023,301242,0.3582,99.998,301236,100634,100653,0.3598,Arabidopsis
111,104.2954,300566,0.3765,99.9997,300565,101847,101841,0.3771,Arabidopsis
112,101.0918,299710,0.3418,99.9983,299705,100278,100266,0.3424,Arabidopsis
113,144.1389,299926,0.3326,99.998,299920,101727,101716,0.3356,Arabidopsis
114,31.3556,288350,0.5763,100,288350,29311,29313,0.5765,Agrobacterium
115,127.0775,290547,0.352,100,290547,105112,105132,0.3549,Arabidopsis
116,124.3266,287113,0.3692,99.9983,287108,100003,100029,0.3682,Arabidopsis
117,101.2975,283022,0.3696,99.9993,283020,94921,94930,0.3707,Arabidopsis
118,102.2077,281476,0.3709,99.9961,281465,95863,95888,0.372,Arabidopsis
119,111.5278,281994,0.3402,100,281994,96784,96771,0.3417,Arabidopsis
120,104.2185,278848,0.3511,100,278848,95841,95876,0.3539,Arabidopsis
121,138.6649,285967,0.3743,99.9997,285966,97020,96932,0.3753,Arabidopsis
122,320.2237,284303,0.3945,99.9993,284301,117314,117665,0.3997,Arabidopsis
123,100.896,273037,0.3514,99.9985,273033,91307,91308,0.352,Arabidopsis
124,103.2946,271882,0.3534,100,271882,93272,93293,0.3547,Arabidopsis
125,109.3078,268540,0.3179,99.9721,268465,89234,89335,0.3182,Arabidopsis
126,126.2015,248923,0.3663,99.436,247519,82846,82844,0.3658,Arabidopsis
127,103.9554,248295,0.3321,99.9996,248294,84269,84162,0.3329,Arabidopsis
128,107.3758,245861,0.3686,100,245861,82913,82906,0.3686,Arabidopsis
129,125.6103,245557,0.3484,99.9996,245556,88035,88039,0.3516,Arabidopsis
130,99.9228,245422,0.3516,99.8248,244992,81812,81781,0.3526,Arabidopsis
131,99.9547,241667,0.3322,99.6698,240869,80573,80537,0.3326,Arabidopsis
132,115.6052,238931,0.3455,99.995,238919,86629,86512,0.3483,Arabidopsis
133,101.4049,237692,0.3542,99.9992,237690,79888,79911,0.3554,Arabidopsis
134,370.924,239199,0.3838,100,239199,97603,97692,0.3887,Arabidopsis
135,147.7529,236778,0.3727,99.9903,236755,83971,83822,0.3761,Arabidopsis
136,101.6993,233933,0.3524,99.2583,232198,78580,78554,0.3527,Arabidopsis
137,104.3764,233149,0.3565,100,233149,79192,79227,0.3568,Arabidopsis
138,99.7463,231977,0.3747,99.8276,231577,77142,77142,0.3751,Arabidopsis
139,278.8133,231629,0.363,99.9987,231626,82309,82279,0.3643,Arabidopsis
140,100.9023,230557,0.3788,99.9731,230495,77568,77548,0.3794,Arabidopsis
141,103.3531,226383,0.352,100,226383,76469,76622,0.353,Arabidopsis
142,102.2988,221869,0.3519,100,221869,75676,75698,0.3549,Arabidopsis
143,162.4821,222422,0.3721,100,222422,92203,91686,0.3581,Arabidopsis
144,143.6841,225189,0.3693,99.9978,225184,80431,80356,0.3695,Arabidopsis
145,100.6422,218103,0.3418,99.9069,217900,72842,72822,0.3429,Arabidopsis
146,217.1534,217769,0.3604,99.9995,217768,82892,82938,0.3584,Arabidopsis
147,103.5478,217582,0.3562,100,217582,72159,72222,0.3568,Arabidopsis
148,105.2808,215964,0.3473,100,215964,75651,75639,0.3475,Arabidopsis
149,101.8439,214274,0.369,99.5249,213256,72251,72225,0.3693,Arabidopsis
150,113.4168,211184,0.3352,99.9991,211182,75212,75245,0.341,Arabidopsis
151,101.063,210212,0.3415,99.559,209285,70601,70598,0.3425,Arabidopsis
152,126.6603,209874,0.3784,99.9995,209873,73543,73680,0.3834,Arabidopsis
153,100.9736,209378,0.354,99.999,209376,70440,70468,0.3547,Arabidopsis
154,274.256,209890,0.3627,100,209890,77873,77966,0.3645,Arabidopsis
155,110.1991,207069,0.3506,100,207069,70240,70293,0.3503,Arabidopsis
156,101.0169,206056,0.3418,100,206056,68665,68616,0.3421,Arabidopsis
157,106.2681,205569,0.351,99.6031,204753,70681,70672,0.3515,Arabidopsis
158,101.3585,205003,0.3569,99.9659,204933,68424,68426,0.3571,Arabidopsis
159,101.5538,202106,0.3341,100,202106,67519,67595,0.3342,Arabidopsis
160,112.4472,201408,0.3694,99.999,201406,69344,69393,0.368,Arabidopsis
161,202.2303,201106,0.3743,99.994,201094,73611,73738,0.3775,Arabidopsis
162,115.9706,199024,0.3523,100,199024,70767,70744,0.3553,Arabidopsis
163,140.2371,200761,0.3697,99.994,200749,68292,68241,0.3699,Arabidopsis
164,105.2965,197287,0.3643,100,197287,68518,68553,0.3647,Arabidopsis
165,148.4928,200219,0.3674,99.9985,200216,72246,72204,0.3642,Arabidopsis
166,122.8119,195637,0.3614,100,195637,66285,66282,0.3622,Arabidopsis
167,117.7548,194767,0.3684,99.941,194652,68054,68059,0.3683,Arabidopsis
168,217.7848,193694,0.3881,99.8658,193434,68773,68839,0.3891,Arabidopsis
169,109.717,192610,0.3464,99.9995,192609,63067,63107,0.3463,Arabidopsis
170,208.3997,186682,0.3954,99.9995,186681,68827,68768,0.3995,Arabidopsis
171,116.7871,186265,0.351,99.4792,185295,62366,62367,0.3505,Arabidopsis
172,101.8864,185290,0.357,99.7944,184909,62012,62031,0.3572,Arabidopsis
173,30.0088,184564,0.5901,99.8808,184344,18465,18465,0.5897,Agrobacterium
174,145.302,184758,0.3772,99.9984,184755,69852,69944,0.3729,Arabidopsis
175,102.4805,180126,0.3731,99.9989,180124,61154,61154,0.3746,Arabidopsis
176,104.2027,180431,0.3297,100,180431,61762,61733,0.3302,Arabidopsis
177,111.2628,171176,0.362,99.9953,171168,62379,62372,0.3653,Arabidopsis
178,144.3379,170378,0.3708,100,170378,70686,71280,0.3772,Arabidopsis
179,102.7655,169915,0.3424,99.4297,168946,56927,56923,0.3455,Arabidopsis
180,109.9698,166965,0.3373,99.9994,166964,57205,57161,0.3396,Arabidopsis
181,106.3534,162360,0.3612,99.9871,162339,55271,55378,0.3667,Arabidopsis
182,99.207,160544,0.3685,100,160544,53108,53092,0.3687,Arabidopsis
183,109.2653,159247,0.345,99.8009,158930,56922,56918,0.3517,Arabidopsis
184,104.2228,157362,0.3323,99.7719,157003,53789,53859,0.3351,Arabidopsis
185,105.6704,155324,0.3649,98.601,153151,53876,53902,0.366,Arabidopsis
186,110.8719,154975,0.3324,99.9987,154973,51626,51622,0.3337,Arabidopsis
187,104.8544,153412,0.3592,100,153412,51163,51106,0.3596,Arabidopsis
188,122.0979,152147,0.3473,100,152147,53428,53392,0.352,Arabidopsis
189,207.449,150699,0.3826,99.9993,150698,56556,56513,0.3832,Arabidopsis
190,109.2329,147221,0.3506,99.9986,147219,51397,51423,0.3531,Arabidopsis
191,135.1263,144357,0.3756,99.8663,144164,53922,53918,0.3718,Arabidopsis
192,133.3946,144111,0.3748,99.9986,144109,50641,50827,0.3746,Arabidopsis
193,453.3926,143901,0.389,99.9951,143894,55865,55616,0.3818,Arabidopsis
194,119.6578,141946,0.3335,100,141946,48905,48889,0.3336,Arabidopsis
195,159.5235,145012,0.4134,99.3166,144021,50185,50171,0.4162,Arabidopsis
196,100.1157,140145,0.3624,100,140145,46796,46791,0.3622,Arabidopsis
197,225.0199,143180,0.3769,99.9993,143179,53735,53757,0.3785,Arabidopsis
198,100.9607,138763,0.3539,99.982,138738,46707,46707,0.3551,Arabidopsis
199,102.6462,138627,0.3546,99.9993,138626,46367,46275,0.3565,Arabidopsis
200,148.2886,138275,0.3713,99.9964,138270,48129,48198,0.3745,Arabidopsis
201,102.4249,131237,0.3794,100,131237,44568,44551,0.381,Arabidopsis
202,151.4279,130761,0.3634,99.9992,130760,62205,62062,0.3829,Arabidopsis
203,108.7018,130200,0.3422,99.9992,130199,45389,45445,0.3445,Arabidopsis
204,108.1775,130018,0.3403,99.9992,130017,46456,46456,0.3441,Arabidopsis
205,100.105,129653,0.3671,100,129653,43267,43277,0.3672,Arabidopsis
206,107.8443,132214,0.3576,99.4736,131518,44244,44237,0.359,Arabidopsis
207,100.3299,128458,0.3559,100,128458,42974,42967,0.3564,Arabidopsis
208,124.9283,128822,0.349,99.9992,128821,50693,51196,0.352,Arabidopsis
209,32.8051,124244,0.6047,99.9887,124230,13463,13459,0.5981,Agrobacterium
210,106.891,123877,0.3659,99.9968,123873,41525,41530,0.3659,Arabidopsis
211,119.1251,123472,0.3422,99.8234,123254,41532,41525,0.3464,Arabidopsis
212,101.738,120716,0.3315,99.9039,120600,40681,40663,0.3308,Arabidopsis
213,111.9213,118895,0.3472,99.9992,118894,41835,41819,0.3433,Arabidopsis
214,99.4996,117971,0.3639,99.9983,117969,39117,39117,0.365,Arabidopsis
215,113.0883,116842,0.3397,100,116842,42814,42816,0.3407,Arabidopsis
216,121.1133,115777,0.3554,99.6329,115352,46399,46209,0.3666,Arabidopsis
217,99.9058,114395,0.3584,100,114395,38102,38102,0.3583,Arabidopsis
218,103.6047,114307,0.3462,99.1024,113281,39268,39294,0.3473,Arabidopsis
219,111.3213,114163,0.3355,99.9965,114159,41028,40992,0.3406,Arabidopsis
220,180.5124,118637,0.4125,99.9983,118635,40173,40178,0.4107,Arabidopsis
221,101.4046,113064,0.3381,99.9071,112959,38211,38269,0.3381,Arabidopsis
222,100.9653,111225,0.3299,99.0569,110176,37142,37131,0.3292,Arabidopsis
223,100.9625,111073,0.3383,99.648,110682,37169,37145,0.3383,Arabidopsis
224,101.8169,110769,0.3613,100,110769,37083,37073,0.3617,Arabidopsis
225,101.2538,112809,0.3307,99.9982,112807,37659,37672,0.3326,Arabidopsis
226,120.9592,110620,0.3457,99.9982,110618,38247,38201,0.3472,Arabidopsis
227,110.552,110312,0.3606,100,110312,37644,37406,0.3612,Arabidopsis
228,100.729,109615,0.37,99.9982,109613,36568,36572,0.3706,Arabidopsis
229,112.9244,110878,0.3786,97.6957,108323,37623,37633,0.3778,Arabidopsis
230,105.1097,108521,0.3362,99.3679,107835,36992,37046,0.3376,Arabidopsis
231,94.3835,108278,0.3594,94.661,102497,34071,34074,0.3594,Arabidopsis
232,102.2684,107279,0.3312,99.9869,107265,36457,36488,0.3321,Arabidopsis
233,99.9326,107035,0.3467,99.9991,107034,35667,35663,0.3476,Arabidopsis
234,101.063,106491,0.3445,99.9427,106430,35813,35819,0.3448,Arabidopsis
235,105.0406,105485,0.338,98.1476,103531,36176,36152,0.3411,Arabidopsis
236,96.0319,105099,0.3312,97.2807,102241,33640,33668,0.3323,Arabidopsis
237,112.0327,104324,0.374,100,104324,36934,37016,0.3775,Arabidopsis
238,113.9804,103168,0.3654,99.9961,103164,36770,36850,0.3664,Arabidopsis
239,111.4207,103920,0.3323,100,103920,36543,36546,0.3288,Arabidopsis
240,104.3805,98941,0.3339,100,98941,34065,34164,0.339,Arabidopsis
241,111.406,98593,0.3496,99.86,98455,36256,36264,0.3571,Arabidopsis
242,101.2217,99969,0.3386,99.6499,99619,32859,32853,0.3383,Arabidopsis
243,227.1223,99470,0.3947,99.994,99464,37289,37283,0.3959,Arabidopsis
244,100.0854,94765,0.3525,99.8913,94662,31619,31621,0.3516,Arabidopsis
245,104.8506,93286,0.3384,100,93286,32490,32478,0.3394,Arabidopsis
246,98.8069,92512,0.3708,100,92512,30473,30484,0.3709,Arabidopsis
247,101.7538,92516,0.338,99.9978,92514,31380,31380,0.3389,Arabidopsis
248,159.431,91561,0.4054,99.9902,91552,32962,32897,0.4108,Arabidopsis
249,102.1412,91392,0.355,97.491,89099,30771,30800,0.3574,Arabidopsis
250,205.3556,90776,0.3689,100,90776,42436,42675,0.3771,Arabidopsis
251,225.974,89598,0.3866,100,89598,33287,33291,0.387,Arabidopsis
252,108.3377,89234,0.3518,100,89234,32200,32152,0.3548,Arabidopsis
253,30.3018,88793,0.6,99.9516,88750,8969,8971,0.5994,Agrobacterium
254,104.9013,88609,0.3749,100,88609,30830,30868,0.3769,Arabidopsis
255,180.9229,89785,0.396,100,89785,35738,35774,0.3951,Arabidopsis
256,100.4158,87692,0.3634,99.9989,87691,29102,29099,0.3644,Arabidopsis
257,105.4827,85945,0.3369,100,85945,29669,29559,0.3394,Arabidopsis
258,107.5473,84237,0.4235,99.9953,84233,29990,30023,0.4202,Arabidopsis
259,115.0088,83230,0.3392,100,83230,31660,31610,0.3482,Arabidopsis
260,102.8937,83103,0.348,100,83103,27950,27950,0.3496,Arabidopsis
261,107.0767,81883,0.3552,99.9951,81879,28237,28271,0.3549,Arabidopsis
262,95.8789,81810,0.3615,95.9467,78494,26149,26130,0.3627,Arabidopsis
263,97.5976,81745,0.3415,97.9607,80078,26599,26599,0.3405,Arabidopsis
264,130.743,82645,0.3574,100,82645,28358,28421,0.3597,Arabidopsis
265,103.1426,80856,0.3419,98.6742,79784,27210,27202,0.3447,Arabidopsis
266,112.5774,79794,0.3656,100,79794,28911,28992,0.3695,Arabidopsis
267,110.6319,77710,0.3314,99.8134,77565,28036,28009,0.3266,Arabidopsis
268,116.7722,77617,0.3897,100,77617,29320,29310,0.3971,Arabidopsis
269,99.6737,76761,0.3623,99.9935,76756,25246,25247,0.3621,Arabidopsis
270,29.5068,76292,0.5547,97.7062,74542,7505,7505,0.554,Agrobacterium
271,109.6108,76268,0.3801,98.0713,74797,27602,27599,0.384,Arabidopsis
272,130.1688,75811,0.3748,100,75811,32263,32275,0.3882,Arabidopsis
273,217.2692,76899,0.4146,100,76899,30605,30614,0.4141,Arabidopsis
274,102.9058,78549,0.3773,99.9962,78546,26254,26258,0.3764,Arabidopsis
275,197.2235,74375,0.3199,98.2669,73086,40112,40119,0.3247,Arabidopsis
276,120.8879,73737,0.3789,99.9986,73736,27156,26851,0.3866,Arabidopsis
277,120.4369,73929,0.4093,100,73929,26705,26667,0.4161,Arabidopsis
278,111.4903,73572,0.3656,100,73572,27288,27289,0.3645,Arabidopsis
279,125.8968,72418,0.3907,99.9972,72416,27304,27326,0.3979,Arabidopsis
280,94.5646,72128,0.3659,95.8837,69159,22732,22732,0.3643,Arabidopsis
281,101.7842,70648,0.3695,99.9958,70645,23920,23921,0.3704,Arabidopsis
282,139.4159,72782,0.3902,99.9959,72779,30018,29977,0.3752,Arabidopsis
283,110.0697,69940,0.3552,99.9843,69929,25507,25505,0.3589,Arabidopsis
284,126.548,69505,0.3604,99.9971,69503,24684,24748,0.3669,Arabidopsis
285,99.6045,68913,0.3388,99.9884,68905,22901,22902,0.3403,Arabidopsis
286,104.7671,67212,0.379,100,67212,22646,22661,0.3807,Arabidopsis
287,127.8866,67907,0.3622,99.598,67634,24782,24791,0.3689,Arabidopsis
288,30.0078,66706,0.6127,100,66706,6673,6675,0.6125,Agrobacterium
289,119.9543,67714,0.3622,100,67714,25338,25385,0.3603,Arabidopsis
290,103.0368,66029,0.3771,99.9985,66028,22632,22626,0.3792,Arabidopsis
291,103.9064,66043,0.3189,100,66043,21687,21687,0.3195,Arabidopsis
292,103.2186,65321,0.3422,99.9939,65317,22533,22518,0.3451,Arabidopsis
293,109.6006,64953,0.343,100,64953,22630,22728,0.3443,Arabidopsis
294,104.7437,64688,0.3456,99.9907,64682,22589,22591,0.3474,Arabidopsis
295,105.0838,64207,0.3457,98.6839,63362,22061,22050,0.3447,Arabidopsis
296,100.7694,64320,0.371,95.1461,61198,21599,21617,0.3683,Arabidopsis
297,101.4135,63548,0.3487,99.9984,63547,21277,21345,0.3499,Arabidopsis
298,104.4965,63038,0.3674,100,63038,21604,21585,0.3693,Arabidopsis
299,100.0379,62649,0.3702,100,62649,20889,20893,0.3697,Arabidopsis
300,110.5149,64535,0.3399,99.9613,64510,23212,23206,0.3416,Arabidopsis
301,847.7706,62795,0.3822,99.8822,62721,26480,26484,0.3758,Arabidopsis
302,120.6133,61546,0.3763,99.9951,61543,23248,23264,0.3783,Arabidopsis
303,109.5859,61197,0.3805,99.9951,61194,21374,21333,0.3818,Arabidopsis
304,150.6987,61079,0.3717,99.9951,61076,27391,27460,0.3746,Arabidopsis
305,107.6715,60407,0.3307,99.9983,60406,21416,21406,0.3313,Arabidopsis
306,138.6381,59799,0.3481,99.9866,59791,24948,25320,0.361,Arabidopsis
307,141.1254,61264,0.3978,99.9853,61255,24750,24759,0.4003,Arabidopsis
308,107.5382,59112,0.3611,99.9983,59111,20561,20598,0.3611,Arabidopsis
309,109.5791,58638,0.3378,98.8045,57937,21408,21418,0.3347,Arabidopsis
310,148.5245,59477,0.3704,98.3943,58522,29199,29202,0.3812,Arabidopsis
311,99.6627,58649,0.3148,99.9915,58644,19498,19475,0.315,Arabidopsis
312,99.7831,56751,0.3497,99.452,56440,18909,18879,0.3512,Arabidopsis
313,100.5241,56772,0.3531,99.9947,56769,18783,18731,0.3535,Arabidopsis
314,141.6465,57594,0.3863,100,57594,20836,20840,0.3795,Arabidopsis
315,98.6026,55554,0.3423,99.523,55289,18265,18265,0.3429,Arabidopsis
316,105.254,55521,0.3853,99.9712,55505,18779,18779,0.3865,Arabidopsis
317,100.6991,55016,0.3427,99.9945,55013,18477,18474,0.3452,Arabidopsis
318,111.0749,55011,0.3725,100,55011,20139,20112,0.3796,Arabidopsis
319,100.6788,59333,0.3599,99.9966,59331,19923,19926,0.36,Arabidopsis
320,107.2361,53257,0.3459,100,53257,19037,19002,0.35,Arabidopsis
321,633.5143,51160,0.3877,100,51160,27529,27580,0.3883,Arabidopsis
322,106.2413,52036,0.3119,96.61,50272,18262,18261,0.3103,Arabidopsis
323,104.8919,51430,0.368,99.9883,51424,17286,17287,0.3629,Arabidopsis
324,113.2627,50995,0.3385,100,50995,18878,18894,0.3439,Arabidopsis
325,104.2168,50985,0.3504,100,50985,17669,17676,0.3532,Arabidopsis
326,120.5624,50972,0.3489,100,50972,17748,17658,0.3526,Arabidopsis
327,119.808,50400,0.3698,100,50400,17936,18025,0.3722,Arabidopsis
328,128.3731,49449,0.4024,99.996,49447,16472,16392,0.4015,Arabidopsis
329,123.8429,48017,0.4043,97.2114,46678,18935,18974,0.3916,Arabidopsis
330,103.7055,47799,0.3344,100,47799,15896,15959,0.3336,Arabidopsis
331,150.6441,47603,0.4493,100,47603,20490,20382,0.4497,Arabidopsis
332,258.4415,48984,0.4099,100,48984,23857,23777,0.413,Arabidopsis
333,100.4777,48779,0.3718,99.9918,48775,16352,16330,0.3723,Arabidopsis
334,100.336,46851,0.342,97.8805,45858,15626,15621,0.3413,Arabidopsis
335,91.4269,46660,0.383,99.9957,46658,13799,13832,0.396,Arabidopsis
336,137.7839,48005,0.3643,99.85,47933,18886,18938,0.3718,Arabidopsis
337,141.6568,48192,0.3966,99.9896,48187,18446,18440,0.3974,Arabidopsis
338,122.5189,45954,0.3702,94.0114,43202,18173,18190,0.3713,Arabidopsis
