ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,RNA_Avg_fold,RNA_Covered_bases,RNA_Covered_percent,RNA_Read_GC,Origin
91,636.6246,398495,0.3964,100,398495,187836,189719,0.4363,257.0454,83785,0.210253579,0.6069,Caenorhabditis
92,305.59,380225,0.3915,100,380225,168038,167737,0.4291,45.9314,100221,0.263583405,0.5044,Caenorhabditis
93,821.3324,383631,0.398,100,383631,249637,247762,0.4526,22.42,52668,0.137288175,0.535,Caenorhabditis
94,260.5683,401224,0.3589,100,401224,108223,108139,0.3999,14.0867,36884,0.091928698,0.5152,Caenorhabditis
95,393.2031,393572,0.3958,100,393572,130803,130598,0.4234,68.5907,86509,0.219804763,0.5263,Caenorhabditis
96,563.2403,378565,0.3988,99.9984,378559,152814,153229,0.4309,28.6904,62654,0.165503943,0.5025,Caenorhabditis
97,482.7486,370739,0.3799,99.9992,370736,89164,89110,0.4168,17.9405,37312,0.100642231,0.5533,Caenorhabditis
98,254.151,361491,0.3793,100,361491,123801,124133,0.4044,28.3598,121981,0.337438553,0.4762,Caenorhabditis
99,377.0547,378057,0.3973,100,378057,131197,131312,0.4258,25.4982,55945,0.147980331,0.5237,Caenorhabditis
100,237.0981,350302,0.3735,100,350302,138542,139656,0.4157,60.549,151936,0.433728611,0.4922,Caenorhabditis
101,216.8891,356155,0.3845,100,356155,98885,99214,0.4131,2.3231,23715,0.066586177,0.5183,Caenorhabditis
102,245.0262,336120,0.3841,99.9994,336118,133897,134134,0.4073,34.0496,109767,0.326570868,0.5056,Caenorhabditis
103,193.4012,331696,0.3753,100,331696,102845,102892,0.3981,39.2982,127347,0.383926849,0.4882,Caenorhabditis
104,244.1525,341124,0.3955,100,341124,124873,125292,0.4339,36.9012,55834,0.163676552,0.553,Caenorhabditis
105,746.4687,314040,0.3969,99.999,314037,111014,111849,0.4232,25.1178,50564,0.161011336,0.5216,Caenorhabditis
106,406.4405,324247,0.3939,100,324247,190793,193604,0.4387,839.0721,67812,0.209136862,0.5478,Caenorhabditis
107,237.2653,316198,0.3749,100,316198,114114,114342,0.4027,20.0339,95169,0.300979133,0.4735,Caenorhabditis
108,249.4989,312020,0.3866,99.5936,310752,128063,127747,0.4225,52.5182,43691,0.14002628,0.5507,Caenorhabditis
109,372.9916,312917,0.4016,100,312917,128615,128912,0.4349,25.5158,51899,0.165855482,0.5189,Caenorhabditis
110,391.6058,322542,0.3894,100,322542,119022,120429,0.4253,20.6309,30746,0.09532402,0.5876,Caenorhabditis
111,151.7304,323715,0.379,100,323715,74700,74367,0.4032,1.6279,9212,0.028457131,0.4887,Caenorhabditis
112,315.9196,306104,0.3854,99.9997,306103,117031,116840,0.4216,91.975,76096,0.248595249,0.5291,Caenorhabditis
113,378.4437,298509,0.3914,100,298509,86149,86184,0.4242,6.0866,25099,0.084081217,0.5076,Caenorhabditis
114,435.2874,301584,0.3844,99.9977,301577,78316,78213,0.4166,5.2278,17732,0.058796223,0.5428,Caenorhabditis
115,223.379,296670,0.3798,100,296670,105968,105893,0.4034,54.021,108443,0.365534095,0.4964,Caenorhabditis
116,519.0221,285877,0.3839,99.9979,285871,88489,88297,0.4233,1.0378,14399,0.050367816,0.4909,Caenorhabditis
117,227.672,296203,0.3871,99.9882,296168,91053,91647,0.4157,5.3053,30195,0.101940223,0.4912,Caenorhabditis
118,549.8082,299803,0.3816,99.999,299800,70418,71063,0.4208,49.0176,24712,0.082427461,0.5459,Caenorhabditis
119,304.5927,315342,0.3671,99.9978,315335,61899,62074,0.4169,13.4661,25087,0.079554896,0.5307,Caenorhabditis
120,389.0452,292142,0.391,100,292142,110923,110367,0.4239,7.0114,34186,0.117018436,0.5285,Caenorhabditis
121,244.005,270892,0.3684,100,270892,94495,94629,0.4093,3.1672,21623,0.079821479,0.5124,Caenorhabditis
122,239.9574,286740,0.3802,100,286740,96793,96981,0.4133,26.1229,65861,0.229688917,0.5463,Caenorhabditis
123,432.5944,290198,0.3931,99.9986,290194,113104,113526,0.4279,7.4772,41777,0.143960331,0.5127,Caenorhabditis
124,270.5179,284822,0.3887,100,284822,100176,100626,0.428,5.7988,30454,0.10692292,0.4982,Caenorhabditis
125,267.7419,283568,0.3798,100,283568,101013,100954,0.4111,5.6156,40837,0.144011313,0.5066,Caenorhabditis
126,109.3629,279853,0.353,100,279853,58203,58127,0.405,5.6546,15556,0.055586326,0.5003,Caenorhabditis
127,270.4399,277702,0.3742,99.9928,277682,103193,102814,0.4245,16.5719,20095,0.07236174,0.6021,Caenorhabditis
128,599.0876,274479,0.4024,100,274479,88908,88624,0.4454,46.4411,51773,0.188622809,0.5268,Caenorhabditis
129,334.2754,266445,0.4001,100,266445,103094,103282,0.4326,21.6364,49601,0.186158494,0.5107,Caenorhabditis
130,604.9689,268930,0.4037,100,268930,95156,94725,0.4377,16.5254,47777,0.177655896,0.5224,Caenorhabditis
131,384.7926,262366,0.4165,100,262366,102502,103154,0.4535,161.2628,42013,0.160131267,0.606,Caenorhabditis
132,208.3569,266434,0.3752,100,266434,93299,93408,0.4064,99.8438,77859,0.292226217,0.4942,Caenorhabditis
133,414.8757,265452,0.3827,100,265452,176335,175311,0.4388,30.4259,42733,0.160982023,0.4934,Caenorhabditis
134,359.9479,269912,0.4064,99.9981,269907,111640,111553,0.4398,90.281,58079,0.215177539,0.5507,Caenorhabditis
135,159.9845,256757,0.3894,99.9988,256754,71575,71494,0.4199,2.7144,23632,0.092040334,0.4932,Caenorhabditis
136,231.4614,259733,0.3799,100,259733,99197,99615,0.4199,76.4207,55397,0.213284411,0.5356,Caenorhabditis
137,222.6377,251613,0.3802,100,251613,100580,100864,0.4069,78.0323,89164,0.354369607,0.5494,Caenorhabditis
138,336.2927,285231,0.4007,99.9989,285228,96015,96058,0.4343,54.2012,61790,0.216631432,0.5182,Caenorhabditis
139,318.9043,249601,0.3868,100,249601,91139,90608,0.4276,73.5203,40370,0.161738134,0.5054,Caenorhabditis
140,247.6752,244147,0.3916,100,244147,82035,80063,0.4244,13.0581,41103,0.168353492,0.5342,Caenorhabditis
141,170.1782,269843,0.3789,100,269843,56345,56304,0.4156,20.4025,31128,0.115355966,0.5216,Caenorhabditis
142,543.7311,260133,0.4002,100,260133,54473,54623,0.4285,12.9198,21953,0.084391446,0.5257,Caenorhabditis
143,338.7734,227165,0.3971,99.9974,227159,82482,82485,0.434,262.6999,29373,0.129302489,0.5667,Caenorhabditis
144,334.6315,225108,0.3903,99.9978,225103,68530,68844,0.4226,21.9329,30938,0.137436253,0.5133,Caenorhabditis
145,180.2243,229642,0.3722,99.99,229619,62922,63279,0.4102,9.9408,22814,0.099345938,0.5218,Caenorhabditis
146,180.5999,225600,0.3747,100,225600,81504,81288,0.4023,29.7071,90195,0.399800532,0.4714,Caenorhabditis
147,185.2401,218007,0.3862,100,218007,74499,74916,0.4201,29.7337,27603,0.1266152,0.5211,Caenorhabditis
148,353.5356,218449,0.3915,100,218449,81676,82569,0.4328,546.2196,37277,0.170643949,0.5858,Caenorhabditis
149,172.85,228816,0.377,100,228816,68632,63718,0.4064,15.1715,19262,0.084181176,0.53,Caenorhabditis
150,230.3262,204155,0.3752,100,204155,51919,51697,0.4081,12.8118,11960,0.058582939,0.5172,Caenorhabditis
151,318.8177,224160,0.3736,100,224160,40233,40762,0.4039,0.2985,3212,0.014329051,0.4564,Caenorhabditis
152,412.8423,204816,0.3948,100,204816,49482,49869,0.4286,7.3376,13205,0.064472502,0.5077,Caenorhabditis
153,975.4607,232102,0.4023,100,232102,70338,70501,0.4674,9.1341,13601,0.058599237,0.4597,Caenorhabditis
154,204.6866,203657,0.3854,100,203657,87617,87607,0.4199,32.8724,66875,0.328370741,0.5347,Caenorhabditis
155,1368.0643,203245,0.3884,100,203245,139121,140500,0.4414,186.0062,64522,0.317459224,0.5102,Caenorhabditis
156,291.1814,202960,0.3948,99.9842,202928,82482,83367,0.431,59.1654,49726,0.245003942,0.5322,Caenorhabditis
157,652.6744,199716,0.3986,100,199716,120964,120999,0.4474,44.8193,31310,0.156772617,0.5219,Caenorhabditis
158,129.1948,201974,0.3783,100,201974,46688,46591,0.4037,0.5212,4967,0.024592274,0.4663,Caenorhabditis
159,343.1294,198114,0.3827,99.9611,198037,59355,59397,0.4133,11.8226,22715,0.114656208,0.4908,Caenorhabditis
160,369.6888,196430,0.3883,99.9975,196425,82926,82426,0.438,130.0547,35767,0.182085221,0.5752,Caenorhabditis
161,100.1493,181329,0.3576,100,181329,36856,36841,0.4295,11.1011,11882,0.065527301,0.5303,Caenorhabditis
162,180.0913,188709,0.3784,100,188709,69141,67049,0.3876,13.331,39436,0.208977844,0.4753,Caenorhabditis
163,161.9849,179541,0.371,99.9883,179520,62543,62527,0.3961,32.4271,46409,0.258486919,0.4956,Caenorhabditis
164,193.8217,182509,0.3828,100,182509,70430,70116,0.4108,38.5261,39759,0.217846791,0.5762,Caenorhabditis
165,136.7606,186975,0.3555,100,186975,40010,39887,0.3988,7.6403,17236,0.092183447,0.4762,Caenorhabditis
166,182.0068,176564,0.3867,100,176564,70097,70293,0.4107,150.445,70225,0.397731134,0.5374,Caenorhabditis
167,192.1599,174354,0.3817,100,174354,42865,43073,0.4209,2.7917,8354,0.047914014,0.4849,Caenorhabditis
168,173.2207,175136,0.3876,100,175136,69690,71570,0.418,37.6475,83980,0.479513064,0.4766,Caenorhabditis
169,321.1568,176168,0.4065,100,176168,76184,76045,0.4429,25.3904,29413,0.166959947,0.5327,Caenorhabditis
170,177.9173,185718,0.4141,100,185718,62114,62194,0.4416,12.208,37955,0.20436899,0.5084,Caenorhabditis
171,172.4661,173720,0.3925,100,173720,58181,57935,0.4198,12.2735,29400,0.169237854,0.4784,Caenorhabditis
172,199.3218,171051,0.3859,100,171051,73763,72864,0.4194,35.9631,49915,0.291813553,0.5361,Caenorhabditis
173,95.7881,169020,0.3875,100,169020,30396,30606,0.4152,1.2009,12938,0.076547154,0.4747,Caenorhabditis
174,1836.7514,175122,0.3918,100,175122,77668,77660,0.4269,2.8849,3564,0.020351526,0.5483,Caenorhabditis
175,169.1429,166001,0.3724,100,166001,64313,64672,0.4022,20.0969,41164,0.24797441,0.445,Caenorhabditis
176,268.4426,164756,0.3978,100,164756,72623,73643,0.4365,22.6112,30965,0.187944597,0.5523,Caenorhabditis
177,103.4345,168757,0.3768,100,168757,43441,42538,0.4297,0.1501,6924,0.041029409,0.4536,Caenorhabditis
178,221.4838,160204,0.3828,100,160204,62507,62507,0.412,6.8282,23826,0.148722878,0.4788,Caenorhabditis
179,320.8888,161989,0.3721,100,161989,72586,71759,0.4309,4.3516,12813,0.079097963,0.5379,Caenorhabditis
180,165.4708,145840,0.3817,100,145840,59280,59255,0.4166,14.0981,33027,0.226460505,0.4845,Caenorhabditis
181,928.5089,152918,0.3794,100,152918,182634,182200,0.4055,2.1236,6267,0.040982749,0.4332,Caenorhabditis
182,104.1203,151694,0.3789,100,151694,29258,29553,0.407,3.5197,11183,0.07372078,0.5043,Caenorhabditis
183,183.7905,137441,0.3856,100,137441,49366,49824,0.4085,2.0881,9218,0.067068779,0.5205,Caenorhabditis
184,185.4167,141168,0.38,100,141168,51737,51732,0.4085,3.6755,19142,0.135597303,0.4332,Caenorhabditis
185,334.3085,138411,0.4049,100,138411,43335,43476,0.4337,16.1446,14588,0.105396247,0.5537,Caenorhabditis
186,195.4547,134438,0.3696,99.9963,134433,52426,53397,0.4108,10.2976,32764,0.243710856,0.4538,Caenorhabditis
187,231.5741,132022,0.3993,100,132022,49636,49804,0.4359,502.8187,23400,0.177243187,0.5456,Caenorhabditis
188,108.7661,136318,0.3551,99.9919,136307,25089,25111,0.431,19.9334,9316,0.068340205,0.5414,Caenorhabditis
189,206.6855,130147,0.3836,100,130147,44121,44156,0.4211,4.0852,10859,0.083436422,0.5215,Caenorhabditis
190,122.9573,122492,0.3639,100,122492,37567,37552,0.3988,1.7688,11812,0.096430787,0.473,Caenorhabditis
191,145.3854,117920,0.614,99.9915,117910,41016,41482,0.6191,0,0,0,0,Pseudomonas
192,323.358,131730,0.3848,100,131730,54755,54831,0.4167,13.6326,10761,0.08168982,0.5043,Caenorhabditis
193,124.2368,131007,0.3845,100,131007,30460,30289,0.4092,0.3753,4516,0.03447144,0.4908,Caenorhabditis
194,145.0351,110627,0.3683,99.9991,110626,35733,35593,0.3915,1.1866,20765,0.187702821,0.3921,Caenorhabditis
195,346.6164,114259,0.3868,99.9991,114258,110086,110671,0.4591,4.7253,23995,0.210005339,0.4322,Caenorhabditis
196,367.8314,125819,0.3786,100,125819,153095,185076,0.3693,0.033,2303,0.018304072,0.4597,Caenorhabditis
197,165.4258,115813,0.4089,100,115813,29638,29781,0.4379,30.8226,20924,0.180670564,0.5117,Caenorhabditis
198,1710.545,115508,0.3797,99.9758,115480,506167,397070,0.3703,2.026,7494,0.064878623,0.4858,Caenorhabditis
199,183.7991,111879,0.4073,100,111879,47153,47130,0.4425,69.3234,26618,0.23791775,0.5386,Caenorhabditis
200,141.0143,109754,0.3679,99.9973,109751,40277,40475,0.3997,1.216,9368,0.08535452,0.4732,Caenorhabditis
201,70.5255,109123,0.5928,100,109123,34050,34069,0.6009,0.0002,18,0.000164951,0.6226,Sus
202,91.6081,108278,0.3869,100,108278,27254,27095,0.411,0.3258,10075,0.093047526,0.4499,Caenorhabditis
203,157.1659,105926,0.4015,100,105926,37688,38060,0.4377,8.0534,14692,0.138700602,0.5034,Caenorhabditis
204,357.1694,102648,0.3809,100,102648,117353,130033,0.3631,0.1604,5130,0.049976619,0.4862,Caenorhabditis
205,108.6079,108550,0.3909,100,108550,33261,33161,0.4298,19.2746,15356,0.141464763,0.5294,Caenorhabditis
206,160.6643,110727,0.3885,100,110727,37018,37035,0.4298,45.1721,19353,0.174781219,0.5168,Caenorhabditis
207,56.1404,124424,0.4023,100,124424,20609,20834,0.4328,4.0901,11396,0.091590047,0.5376,Caenorhabditis
208,78.7016,99272,0.3797,100,99272,16035,16050,0.4086,0.0292,1408,0.014183254,0.4014,Caenorhabditis
209,78.6589,113744,0.3933,100,113744,21168,20954,0.4234,10.1127,13896,0.122169081,0.5064,Caenorhabditis
210,103.307,94967,0.5972,100,94967,37164,37166,0.609,1.3379,149,0.001568966,0.6352,Pseudomonas
211,910.8241,88594,0.3576,99.9797,88576,343834,343194,0.398,1.0078,1405,0.015858862,0.4291,Caenorhabditis
212,135.5964,87700,0.3884,100,87700,41416,41063,0.4239,51.363,37833,0.431391106,0.552,Caenorhabditis
213,95.4955,86459,0.385,99.926,86395,18963,18792,0.4084,0.565,4675,0.054071872,0.4349,Caenorhabditis
214,304.2475,89263,0.3886,99.9955,89259,32294,32684,0.4173,2.2905,8097,0.090709476,0.4807,Caenorhabditis
215,109.9509,85922,0.3779,99.9744,85900,29937,29936,0.4009,19.5304,28777,0.334920044,0.4512,Caenorhabditis
216,110.0613,84966,0.3853,99.9129,84892,12840,12948,0.4258,3.191,6558,0.077183815,0.5131,Caenorhabditis
217,57.5605,84676,0.5507,99.9976,84674,22026,22248,0.5669,0,0,0,0,Pseudomonas
218,74.6869,83231,0.3752,100,83231,17739,17966,0.4006,12.9016,12776,0.153500499,0.5447,Caenorhabditis
219,65.4726,81612,0.3778,100,81612,18640,18667,0.4182,20.4653,11459,0.140408273,0.5136,Caenorhabditis
220,49.0961,81304,0.3737,100,81304,12741,12614,0.3962,0.0521,1650,0.020294204,0.4315,Caenorhabditis
221,59.8241,80439,0.5641,100,80439,22705,22775,0.5776,0,0,0,0,Pseudomonas
222,208.4521,91470,0.4079,99.9902,91461,31680,31802,0.4392,8.9293,12680,0.138624686,0.5259,Caenorhabditis
223,58.142,77785,0.3725,100,77785,14491,14480,0.3958,0.6664,9324,0.119868869,0.4135,Caenorhabditis
224,89.642,74892,0.3687,99.972,74871,12659,12359,0.3992,4.9804,3935,0.052542328,0.4883,Caenorhabditis
225,250.2779,76294,0.3747,99.9318,76242,29046,29443,0.4415,71.7945,9172,0.120219152,0.5373,Caenorhabditis
226,677.7604,72712,0.6203,100,72712,228774,228604,0.6234,0,0,0,0,Pseudomonas
227,81.6875,75624,0.3845,99.9709,75602,16617,16898,0.4161,1.309,6008,0.079445679,0.4582,Caenorhabditis
228,81.439,77991,0.3843,99.9705,77968,16066,15891,0.4175,0.7973,3353,0.04299214,0.5176,Caenorhabditis
229,34.6077,69425,0.3723,100,69425,9073,9116,0.4015,1.6283,1988,0.028635218,0.3892,Caenorhabditis
230,3030.3923,68739,0.3548,100,68739,452634,675686,0.38,1.3614,3570,0.051935582,0.4017,Caenorhabditis
